uur,c_x,c_y,b_x,b_y,ster_x,ster_y
3828,83746152049.43008,-42659912498.29693,53470751502.807304,-27419092817.03251,86034372871.50267,-26855190506.55139
3829,78020199535.93626,-42630035558.51767,53774888451.131836,-23616892043.030907,86065717208.79727,-26884685361.67529
3830,73006530382.74297,-41199647701.86898,54543582059.93392,-19862216050.32478,86093022824.4141,-26916481632.62231
3831,68874486069.186,-38801693817.4828,55771550877.12953,-16210924307.835806,86116008716.01234,-26949453824.104
3832,65664755537.15359,-35764606554.00369,57446980525.62879,-12718895391.443205,86134669253.82799,-26982668884.18106
3833,63362992375.844124,-32332757816.356544,59551297664.53397,-9441284284.83371,86149139873.45006,-27015352882.77102
3834,61933819508.33378,-28691796550.905754,62059026180.86439,-6431695153.752826,86159635268.87617,-27046849183.629307
3835,61335638473.8642,-24988596878.18322,64937748018.59867,-3741280463.269628,86166422337.47571,-27076586978.615017
3836,61526559762.60987,-21345546540.993233,68148187640.99557,-1417780252.2176828,86169808758.12645,-27104060600.681465
3837,62466167636.07218,-17870761934.202744,71644438377.63101,495483177.692075,86170138411.28502,-27128816603.478737
3838,64115155813.0497,-14665730985.305864,75374350360.52284,1960636223.83567,86167789773.48175,-27150445730.47781
3839,66433580374.81332,-11831502652.436373,79280100202.5362,2946284055.854182,86163175792.86774,-27168577556.62024
3840,69377763119.43982,-9474210031.552223,83298958979.21078,3428503054.481481,86156745087.39606,-27182876136.870926
3841,72895330715.32936,-7710442757.265314,87364266395.5994,3391748709.304472,86148985367.58327,-27193035436.279606
3842,76917232728.52592,-6672656945.642723,91406606082.0263,2829624120.4506598,86140431245.06746,-27198773872.78474
3843,81344616878.90065,-6514139241.085226,95355162171.57452,1745449627.8804252,86131680452.40414,-27199828514.40019
3844,86026974251.77853,-7411313214.8006315,99139226363.42046,152573600.7839656,86123425264.10098,-27195952653.824528
3845,90726341533.45369,-9556675635.64223,102689832645.20164,-1925625932.8532414,86116508857.26923,-27186928832.36341
3846,95063698315.01927,-13124995153.230888,105941548103.94034,-4456041605.616016,86112013560.38995,-27172629353.64718
3847,98461624229.58598,-18176534572.55373,108834451682.64389,-7396234855.709085,86111354890.02156,-27153192252.24784
3848,100164478962.97624,-24457328335.694183,111315836055.27478,-10694705984.781326,86116234382.74992,-27129387681.602898
3849,99514065883.05855,-31179690967.63134,113340973636.35292,-14291788722.462788,86128127211.32582,-27103017059.701065
3850,96468353387.31209,-37166719635.09139,114873803279.23494,-18121542614.59727,86147322451.76634,-27076635728.54631
3851,91740039421.72263,-41503051951.17465,115887949125.29091,-22113637220.08216,86172661809.8225,-27052342926.70132
3852,86277930602.96617,-43926780159.59796,116367505241.39394,-26195049457.96653,86202490533.77544,-27031049757.18477
3853,80810176739.85439,-44629159676.64471,116307376391.21732,-30291777508.57478,86235496968.55081,-27012838149.974724
3854,75769631965.04968,-43949550945.335106,115713201986.40297,-34330568576.71311,86270850518.20901,-26997512767.441296
3855,71381065164.40947,-42219738825.34087,114600922496.54274,-38240573129.15183,86308043512.32954,-26984878125.06828
3856,67749476796.40524,-39718749490.04737,112996050734.18076,-41954845054.06574,86346732765.99315,-26974813033.56833
3857,64916267501.82622,-36671694168.72359,110932713658.04416,-45411631624.63598,86386641717.06717,-26967265158.6405
3858,62890383420.11457,-33260563050.578987,108452532037.48251,-48555421079.79963,86427509618.47939,-26962224986.00541
3859,61664732047.70985,-29636009922.678997,105603403326.50795,-51337736476.70666,86469068436.39062,-26959699450.17607
3860,61224556839.232574,-25927353874.28015,102438247141.95802,-53717681610.0827,86511034783.21304,-26959690303.21497
3861,61551424024.00891,-22250625417.102398,99013763708.70187,-55662257822.23892,86553109858.6712,-26962177431.099117
3862,62624667728.846306,-18715151566.896996,95389244834.14636,-57146479329.8138,86594983765.44699,-26967106044.400303
3863,64421121387.29776,-15429255472.526949,91625465699.7652,-58153319531.212494,86636342507.9052,-26974376492.28379
3864,66913337339.132835,-12505577005.693386,87783675059.44618,-58673522200.415985,86676877198.67708,-26983835567.813526
3865,70066001883.8929,-10066410326.476189,83924692029.81953,-58705310258.91889,86716295964.40775,-26995268383.075577
3866,73829700511.59427,-8249270175.962716,80108109932.2003,-58254021726.8184,86754340105.32527,-27008390250.262096
3867,78130401779.57559,-7212468706.976188,76391601709.39534,-57331698202.115944,86790807546.73958,-27022838821.942726
3868,82851851765.49272,-7139351072.910392,72830317204.6834,-55956646397.087616,86825588813.1186,-27038168860.59046
3869,87806616408.20366,-8236881142.448577,69476359846.8927,-54152988321.232086,86858723451.50781,-27053857484.181976
3870,92691346697.25105,-10717106393.183638,66378328785.695076,-51950210952.155876,86890485138.98032,-27069340958.553284
3871,97030076660.55763,-14735658244.803139,63580912076.11305,-49382721859.50113,86921488539.10544,-27084130613.60088
3872,100146534463.68634,-20247155806.953228,61124517194.797615,-46489413258.22173,86952742484.97536,-27098081808.85689
3873,101290029131.40802,-26783287606.03946,59044927676.37128,-43313233062.98053,86985420058.07788,-27111805317.64525
3874,100034283825.96146,-33375000370.092278,57372979998.067764,-39900757005.79051,87020125666.0306,-27126813199.21373
3875,96652898758.19711,-38947147092.80558,56134260439.89655,-36301751165.17297,87056205061.12357,-27144794258.523132
3876,91930919254.14334,-42872614665.064064,55348818673.777596,-32568713467.73796,87092094192.05011,-27166595801.03423
3877,86671712964.93388,-45060026369.39261,55030887182.76184,-28756386600.1481,87126229390.073,-27192064906.471245
3878,81449571975.56635,-45709793302.399895,55188601092.24455,-24921234883.326786,87157504824.20541,-27220500954.78621
3879,76612271727.59113,-45104854335.5868,55823725655.92982,-21120874572.038414,87185269385.9336,-27251044514.59022
3880,72354264314.5163,-43516382233.59178,56931405684.27863,-17413447273.84196,87209193306.95357,-27282854749.412304
3881,68779316442.79166,-41177017804.99255,58499953323.043076,-13856929469.466354,87229153999.20193,-27315162783.942043
3882,65940382050.3184,-38280606239.11893,60510691188.09679,-10508374925.76667,87245163513.34236,-27347276635.94492
3883,63862639462.26799,-34989674778.15488,62937868476.90822,-7423090064.266837,87257326586.96576,-27378572278.854656
3884,62556310071.87807,-31443948513.363274,65748668927.895004,-4653745416.095294,87265816980.47925,-27408483166.801544
3885,62023587422.94494,-27768024772.229797,68903331317.56793,-2249430145.5322003,87270864003.64798,-27436491643.98971
3886,62262117662.75993,-24078003988.95533,72355404760.14818,-254662081.82960057,87272744604.83185,-27462122537.784405
3887,63266277664.82764,-20487387219.97526,76052161221.63695,1291627109.6246402,87271778595.1781,-27484938248.84996
3888,65026747801.66939,-17112669725.62164,79935185334.0334,2357103625.885624,87268325974.24391,-27504534382.890854
3889,67528324637.1666,-14079050756.564213,83941156149.49126,2917003527.8839025,87262786371.96753,-27520534935.319534
3890,70745366452.72345,-11526591239.223696,88002826672.1765,2955020733.977465,87255601691.23422,-27532586157.679493
3891,74633524954.16577,-9616884885.679363,92050194986.66765,2464060730.321614,87247264468.41437,-27540348690.041656
3892,79115297248.02797,-8539527540.014414,96011846242.53915,1446806142.4397116,87238336616.84021,-27543488960.982613
3893,84055371058.35191,-8515498772.053289,99816429816.45856,-83961041.23453927,87229486182.09303,-27541674848.33709
3894,89220577495.52135,-9789023094.496979,103394228544.9477,-2105335617.3095012,87221551916.30493,-27534590814.24079
3895,94223158951.27942,-12587429412.947094,106678805063.95482,-4584608285.770402,87215638140.4871,-27522009988.052784
3896,98470337722.02666,-17012234142.374403,109608819778.94655,-7479871787.356714,87213196991.00037,-27503991279.736958
3897,101210695044.92097,-22842186429.620922,112130030483.4078,-10740527978.57508,87215931234.48512,-27481239277.434174
3898,101814014117.07,-29374889912.848877,114196565494.83578,-14307693110.351208,87225271207.57565,-27455393668.25945
3899,100173523020.58762,-35605879915.230774,115771309589.33676,-18115693140.91262,87241631451.34953,-27428690527.1144
3900,96763591686.47719,-40711879500.58345,116826660880.28252,-22094111123.924217,87264299967.28474,-27403059940.131466
3901,92289450190.22993,-44320318245.60748,117345358575.24963,-26169566405.68406,87292078725.46799,-27379618996.01267
3902,87372373505.91927,-46417210002.35987,117320922857.70792,-30267413835.792797,87323861105.04372,-27358831541.56959
3903,82454046536.98895,-47160981769.506516,116757678753.8473,-34313454809.460728,87358807953.9628,-27340841145.421837
3904,77820682071.5531,-46760594727.20262,115670418452.93661,-38235599622.61997,87396305135.3483,-27325685894.23745
3905,73651538732.43585,-45421383783.85641,114083759040.57065,-41965403475.42626,87435877906.37799,-27313389164.539356
3906,70058441673.06795,-43327583055.168076,112031255186.1586,-45439416197.02194,87477123312.01933,-27303983896.836758
3907,67112142516.73749,-40640368365.25254,109554329333.975,-48600307272.00716,87519667897.44843,-27297509599.59075
3908,64858710419.48651,-37501421045.19097,106701081995.45343,-51397747680.14433,87563144490.99365,-27294000607.846626
3909,63329437817.51311,-34038007174.776657,103525040948.20943,-53789047214.82328,87607181294.30191,-27293472984.83219
3910,62546677089.91281,-30368198747.81815,100083901040.45058,-55739559676.46854,87651398524.60463,-27295912524.37185
3911,62527050102.73383,-26605927442.25879,96438296973.64783,-57222878309.83975,87695409703.69762,-27301264292.732395
3912,63282778062.801025,-22865974104.0289,92650641097.1147,-58220850098.64899,87738826028.55785,-27309423352.003723
3913,64821370318.93736,-19269151389.175995,88784047959.2025,-58723440403.03472,87781263256.3106,-27320226005.91061
3914,67143456367.6422,-15947976975.728714,84901357922.90643,-58728479501.28001,87822351428.80406,-27333440834.87074
3915,70238009797.93123,-13053067629.427486,81064264077.96176,-58241320551.31934,87861748796.10077,-27348758922.79757
3916,74073445882.46536,-10760179208.676308,77332540210.25879,-57274434990.52703,87899162749.36053,-27365783260.97466
3917,78581935354.09799,-9276883596.767693,73763362756.01361,-55846967042.244354,87934382700.78304,-27384019060.85749
3918,83632862249.9778,-8845362839.183767,70410716360.02048,-53984264287.64723,87967332474.08498,-27402871361.083927
3919,88990966314.20393,-9731801794.158148,67324870677.991104,-51717396571.99584,87998150494.34082,-27421667394.12063
3920,94260822774.0045,-12181223469.83562,64551915208.00754,-49082671105.97269,88027294809.56337,-27439742644.339096
3921,98846305247.41476,-16304894689.305723,62133339145.82297,-46121147594.2186,88055620242.82048,-27456651139.735817
3922,102012723607.18109,-21894892556.335293,60105644907.44254,-42878153397.376205,88084266176.33061,-27472509943.882793
3923,103152904353.73679,-28296410045.48096,58499987848.28368,-39402794642.42583,88114168433.97552,-27488237291.915886
3924,102129883224.5161,-34582077884.90782,57341840029.45518,-35747454941.80086,88145429870.7376,-27505234358.264988
3925,99321766070.28102,-39965160126.606476,56650677580.480774,-31967271223.74929,88177239554.91568,-27524627052.9584
3926,95337614628.36018,-44036842004.92447,56439687713.51352,-28119577704.014553,88208397945.45242,-27546832100.857067
3927,90748166922.59483,-46711337174.134735,56715491929.67585,-24263310489.634872,88237814642.61398,-27571661671.469204
3928,85985894800.91663,-48078247867.43146,57477889213.156494,-20458364526.048664,88264694031.16792,-27598599167.563126
3929,81350204523.31628,-48294484048.84159,58719630124.64749,-16764894327.616106,88288527024.51723,-27627002459.409
3930,77042217062.49628,-47529700050.56019,60426236937.59687,-13242551513.63859,88309028040.35147,-27656208888.190235
3931,73197405804.81561,-45944607471.085945,62575887724.72411,-9949655037.892937,88326075548.55528,-27685580092.53034
3932,69909224144.67682,-43685048515.66783,65139384755.10544,-6942293807.328672,88339668724.71796,-27714518194.454697
3933,67244764318.89951,-40882699917.52431,68080229790.28735,-4273366279.360183,88349898158.07863,-27742470138.89587
3934,65254790142.04052,-37658292915.74946,71354830367.11552,-1991567786.9845467,88356926156.37468,-27768927704.340378
3935,63980039878.001236,-34125708229.40371,74912861226.19707,-140343704.28437114,88360973012.1463,-27793426101.84103
3936,63455026343.42198,-30396427199.548862,78697803012.65126,1243165236.3099535,88362306839.81438,-27815541963.878036
3937,63710001253.34467,-26584324059.61101,82647675704.48515,2129150772.75752,88361235652.17578,-27834890547.11723
3938,64771290332.116295,-22811024038.495625,86695976592.3418,2496095672.532231,88358101238.16023,-27851121486.13604
3939,66659746495.77414,-19212172960.357925,90772822005.62222,2331614606.9405165,88353275312.1413,-27863912177.119286
3940,69386470779.77219,-15944980954.385517,94806278669.28061,1633125748.4449418,88347159584.30199,-27872957820.653625
3941,72944022166.31015,-13197176548.49688,98723855283.18808,408302170.67526746,88340193202.02759,-27877957573.70498
3942,77289846450.0277,-11196574356.411362,102454108673.23747,-1324742639.7000666,88332873854.70068,-27878598010.651196
3943,82316583217.02032,-10217597888.548847,105928302861.08353,-3537571039.070614,88325802743.95845,-27874540423.236835
3944,87802714484.426,-10573629253.868963,109082044911.97392,-6191862154.85708,88319765909.16061,-27865432327.914665
3945,93343867439.04184,-12568529039.229685,111856811759.62157,-9240189128.305243,88315851835.97543,-27850992225.11631
3946,98300117333.8236,-16364145443.26855,114201298458.05461,-12627145937.663626,88315540633.96016,-27831247090.012516
3947,101872056623.70609,-21759221940.61551,116072660079.47829,-16290831549.387074,88320556596.76645,-27806931007.337498
3948,103419312036.11115,-28058576967.75698,117437984662.75482,-20164394917.416428,88332272715.33116,-27779717130.09269
3949,102820002248.31973,-34312613734.35176,118275406841.93282,-24176998737.402615,88351041870.03938,-27751770745.68992
3950,100455811323.97038,-39758552713.751274,118573765076.57616,-28255187122.40275,88376226343.3808,-27724928313.574814
3951,96900265147.80635,-44009053293.31235,118332208724.2163,-32324976783.155327,88406774451.82501,-27700337672.10316
3952,92678115759.837,-46969111200.62898,117560049409.85625,-36313700552.67908,88441664733.31845,-27678600329.11685
3953,88189547874.08803,-48698029456.19673,116276379911.58354,-40151557980.71243,88480047827.4298,-27660016669.327835
3954,83719494658.69856,-49316801026.15356,114509397457.21713,-43772973697.51909,88521233283.21228,-27644748622.424946
3955,79467921109.56415,-48962049201.360176,112295500028.71976,-47117762882.24864,88564639068.11884,-27632897684.343147
3956,75577293981.91747,-47767074533.91583,109678228269.80286,-50132083688.192474,88609747166.5863,-27624534247.168446
3957,72152590987.57104,-45855956046.014,106707116213.51376,-52769167002.17759,88656073459.54733,-27619704184.36945
3958,69274861249.22174,-43343405171.44097,103436504683.45149,-54989827615.99611,88703149704.29935,-27618426119.92889
3959,67010203468.56404,-40337051358.7432,99924361692.30452,-56762771929.59461,88750513915.80508,-27620685411.449154
3960,65415654309.939186,-36940802577.00918,96231144333.35793,-58064724817.701225,88797706197.16066,-27626427214.131317
3961,64542950600.65377,-33258848277.94318,92418726954.7161,-58880402476.72235,88844268098.38622,-27635549264.99264
3962,64440668849.755165,-29400322108.293102,88549411367.0499,-59202359427.72963,88889744483.43877,-27647894190.10096
3963,65154831411.0357,-25484889191.642178,84685026906.73586,-59030736983.72803,88933687694.96648,-27663240686.65132
3964,66727600055.36171,-21649676901.76902,80886121629.94418,-58372938002.17673,88975664708.0285,-27681292662.384457
3965,69192999146.43283,-18058017808.01893,77211240858.9972,-57243249197.93324,89015269243.87994,-27701665343.980637
3966,72567492058.61063,-14910227240.352283,73716285718.43896,-55662428178.98627,89052142896.8039,-27723867843.86407
3967,76831404963.4447,-12455484669.514194,70453942057.71057,-53657268107.82782,89086012710.85236,-27747283824.626774
3968,81894734564.81888,-11000241732.927254,67473169035.38425,-51260148834.67937,89116757177.77626,-27771158642.225372
3969,87540040822.59781,-10899177386.136719,64818736323.092285,-48508579752.20539,89144514168.70038,-27794618693.294933
3970,93345754184.71753,-12496638950.405048,62530799058.79243,-45444736588.21653,89169824728.96361,-27816782023.834827
3971,98638334887.76729,-15974104915.454258,60644500328.2539,-42114991727.2455,89193723553.76164,-27837042123.308247
3972,102599578343.52673,-21123167614.053314,59189592955.88963,-38569434895.36818,89217543506.15236,-27855488999.005844
3973,104604755724.73848,-27256177168.775154,58190077251.44793,-34861377427.86733,89242294745.93823,-27873076716.82192
3974,104532960626.65399,-33472749275.252228,57663857470.05311,-31046829424.629986,89268094956.81673,-27891135450.354103
3975,102714038865.20184,-39050892875.008514,57622420578.84433,-27183937874.971928,89294269009.2616,-27910654156.83893
3976,99651754791.33458,-43597603036.389725,58070537575.76966,-23332375906.288715,89319860757.458,-27932006706.140915
3977,95820536333.71794,-46979672425.7954,59005989691.14133,-19552674762.642433,89344009127.25493,-27955083275.60261
3978,91596392759.23715,-49209941181.19463,60419329060.46461,-15905490249.992651,89366076799.25935,-27979504230.69452
3979,87258719882.58133,-50367518846.66004,62293690169.95103,-12450796531.590494,89385647989.47223,-28004771841.214928
3980,83012417117.57652,-50555168324.64045,64604673094.306564,-9247003226.414227,89402488385.6375,-28030353979.550194
3981,79010013216.57297,-49879772564.60952,67320322965.97046,-6349996584.725628,89416504502.8196,-28055725736.407707
3982,75368790158.55008,-48444782153.622406,70401232485.57423,-3812111892.4997,89427711532.38791,-28080389366.29565
3983,72182997734.90617,-46348449815.22627,73800795245.03555,-1681052028.2675285,89436209350.90869,-28103883887.106144
3984,69532359574.30028,-43684827324.83179,77465636580.81985,1224042.16828084,89442164319.87407,-28125789766.59496
3985,67487985986.090355,-40546189311.851974,81336244990.93098,1199609640.6831396,89445794686.09023,-28145730961.56459
3986,66116472106.853584,-37026411242.96895,85347820357.76208,1886913294.4115663,89447358053.10715,-28163374932.26374
3987,65482612830.86889,-33225295963.157627,89431345106.69662,2044826078.2832837,89447140092.7455,-28178430348.232536
3988,65650815673.36083,-29254144314.532223,93514871174.81744,1664738066.131281,89445444389.02959,-28190641616.47979
3989,66684851442.46284,-25243108194.72389,97524999937.87817,748347242.9282047,89442584212.13939,-28199778907.650406
3990,68644878593.15671,-21351058570.76889,101388515252.43982,-691992145.2362641,89438878416.78226,-28205622019.39621
3991,71579407520.92514,-17778683149.055927,105034113175.5126,-2633225601.0569243,89434656095.9407,-28207936503.13127
3992,75507568909.81131,-14784670154.29467,108394157612.56621,-5041887743.705162,89430278946.45944,-28206442148.46237
3993,80383388791.90822,-12701258867.032164,111406380818.90504,-7874734511.014851,89426197109.4797,-28200780622.28484
3994,86030585917.59589,-11934599711.24574,114015442276.15912,-11079705164.124933,89423060152.33974,-28190509159.524227
3995,92045242558.43669,-12910996131.150496,116174258562.98656,-14597178440.987022,89421888585.1106,-28175192236.06902
3996,97718072138.46439,-15905276396.714937,117845019610.03877,-18361470619.435688,89424211112.08774,-28154708988.20562
3997,102139776406.42152,-20758504131.846344,118999825715.93402,-22302531199.72135,89431866781.05937,-28129763356.85691
3998,104603378903.30653,-26754258826.876595,119621010898.4687,-26347850116.29239,89446261818.22891,-28102100837.82062
3999,104967381920.71568,-32937509409.330593,119701592598.45079,-30424473242.004307,89467697901.19727,-28073909153.978523
4000,103568646157.12692,-38561476458.09457,119245805543.7258,-34460387071.00506,89495529538.11346,-28046986820.790092
4001,100905809051.6019,-43230281375.21444,118268411273.19423,-38385446220.31169,89528751396.47067,-28022474883.214264
4002,97436027944.03401,-46806634342.50858,116793407750.87138,-42132792409.69757,89566380360.68909,-28001018665.57374
4003,93517166830.70937,-49291261090.22015,114853020810.74274,-45640275007.35479,89607567967.43887,-27982981581.219368
4004,89415547089.41162,-50745727854.005005,112486756436.40414,-48851545286.17262,89651591687.5399,-27968580899.418327
4005,85329094884.91344,-51253376985.937035,109740366962.03008,-51716864716.82888,89697818345.88301,-27957954974.660263
4006,81408599625.74861,-50901956825.89377,106664747959.08926,-54193677677.141464,89745671428.38136,-27951191888.612442
4007,77773706321.24269,-49777016714.67248,103314814216.10802,-56246977122.24228,89794608213.99037,-27948339473.232395
4008,74524289206.79866,-47960419982.18376,99748397077.8095,-57849487526.85238,89844105291.01912,-27949406976.814754
4009,71748513441.58472,-45531352099.24914,96025194013.44505,-58981690970.1758,89893649868.88129,-27954363053.46445
4010,69528674980.77377,-42568737498.336685,92205790604.79674,-59631723563.732635,89942734758.36516,-27963131918.142582
4011,67945553968.32044,-39154769098.387115,88350766042.09352,-59795169066.98421,89990855600.53139,-27975588055.0292
4012,67081674265.724625,-35379725721.79532,84519885808.10687,-59474774506.48616,90037509599.27695,-27991549010.794067
4013,67023488501.08937,-31348629059.507603,80771379552.463,-58680109311.22529,90082195733.57695,-28010765130.139362
4014,67861955929.75717,-27190688180.997696,77161298223.96274,-57427185401.16711,90124417465.69278,-28032904384.671185
4015,69689948228.56754,-23072902817.552364,73742942279.78711,-55738051372.294075,90163690876.5231,-28057529691.58507
4016,72592815367.3721,-19219371180.49885,70566351986.67719,-53640369982.63652,90199565038.56183,-28084065820.20333
4017,76624272000.38484,-15936556422.195461,67677850950.00985,-51166985018.80407,90231669122.24533,-28111755382.51121
4018,81752847385.66422,-13637981609.44095,65119634296.78876,-48355481444.69185,90259813474.59048,-28139615916.039127
4019,87759600367.29857,-12839602553.47643,62929392681.09105,-45247741208.339874,90284180277.84038,-28166451015.941654
4020,94096070615.18622,-14050709643.101439,61139962264.05729,-41889495653.31928,90305587317.20049,-28191053966.500202
4021,99838101577.22412,-17475950388.49837,59778990152.22335,-38329873537.34461,90325575021.85373,-28212759393.462498
4022,103996303090.2345,-22688100638.080658,58868607989.13289,-34620940261.333954,90345836377.94135,-28232048861.207977
4023,106057285044.1627,-28751826391.843807,58425115987.66877,-30817218237.0542,90367221602.97195,-28250325666.330368
4024,106125325437.85526,-34751947262.55094,58458685870.60508,-26975173859.638382,90389478877.0915,-28268944565.120697
4025,104624596371.98064,-40106055105.95781,58973085062.25716,-23152658650.66371,90411804586.65727,-28288639078.451267
4026,102017552703.18738,-44540827015.498825,59965421286.123116,-19408295923.674946,90433363669.63617,-28309568732.743034
4027,98692094082.62602,-47969815562.38153,61425913574.949684,-15800804820.435217,90453498854.46643,-28331548188.82583
4028,94946875647.73112,-50399594924.86242,63337703867.01991,-12388253776.937399,90471758829.64502,-28354224541.493294
4029,91007848983.72772,-51877441498.64775,65676729077.57079,-9227237729.600042,90487868519.11159,-28377178542.63698
4030,87048564276.02536,-52465757969.62665,68411677530.19325,-6371977672.885611,90501691932.84465,-28399977007.38476
4031,83206839233.77434,-52230642840.6697,71504056492.82584,-3873347187.5732255,90513201059.34056,-28422199586.961662
4032,79597119601.43774,-51237493095.17949,74908399110.58464,-1777838053.2497692,90522451877.90468,-28443452941.059345
4033,76319479812.10031,-49550117090.21705,78572638730.33888,-126485782.57436275,90529565578.82306,-28463378678.098675
4034,73466317011.86281,-47231751387.150604,82438675845.54234,1046214576.5981708,90534712902.86192,-28481657844.755024
4035,71127551811.56805,-44347370866.263054,86443157093.9567,1713362447.5706353,90538099987.50449,-28498012855.52244
4036,69394877198.37677,-40967251687.79584,90518476559.39822,1856626976.1721308,90539954662.21655,-28512206651.80967
4037,68365324737.05743,-37172169596.430855,94593997059.53888,1467088511.9687042,90540512710.49454,-28524038062.973976
4038,68144059878.28424,-33061058443.423866,98597473635.61208,545888404.6807663,90540004365.53714,-28533331509.63754
4039,68845667118.88774,-28762524691.87584,102456644161.99583,-895368879.9503543,90538642607.44933,-28539918149.070904
4040,70591778994.81552,-24452319569.350464,106100934476.72798,-2834509685.5287848,90536617524.54146,-28543604306.674732
4041,73499751933.86566,-20379287680.07255,109463209669.07181,-5239015885.4547615,90534106899.18971,-28544122348.884876
4042,77650435135.68742,-16900335826.359694,112481491087.8314,-8066596160.082777,90531325514.30798,-28541062903.18331
4043,83011964937.13385,-14513147284.260876,115100551556.33655,-11266096695.267868,90528656194.14525,-28533809239.929535
4044,89293049931.98097,-13835757461.08668,117273299107.93419,-14778719693.684946,90526911993.88934,-28521567751.370487
4045,95767098012.14836,-15411458864.654552,118961860743.50487,-18539495795.387184,90527653871.22427,-28503718757.344616
4046,101328872314.27928,-19280470548.548042,120138285061.54121,-22478946274.421185,90533082178.65346,-28480595915.114014
4047,105040760832.41156,-24733925266.15332,120784834486.40343,-26524901116.31355,90545028490.18637,-28453928808.49417
4048,106640301307.62314,-30733690584.799004,120894063966.1855,-30604496480.120125,90564020065.2633,-28426057738.13562
4049,106411235791.7845,-36468808426.54813,120469134787.50404,-34646086351.29849,90589515578.73772,-28398897306.82679
4050,104809668007.58417,-41494779365.04292,119523905687.83191,-38580405098.08969,90620593361.46265,-28373672976.437283
4051,102255363173.49132,-45625615616.79505,118081920728.26488,-42341476773.317085,90656341853.73721,-28351114615.166817
4052,99079586439.20575,-48812562989.41516,116175068017.21732,-45867842914.0106,90695963580.53755,-28331672736.97564
4053,95533407772.97704,-51069949693.215225,113842435714.9781,-49103712869.56523,90738766564.3186,-28315648368.185863
4054,91808439797.15965,-52437830343.73459,111129230285.76712,-51999825198.45117,90784132465.7794,-28303256817.557014
4055,88055502282.96707,-52964757969.15774,108085670104.08717,-54514038711.36545,90831488689.2348,-28294655948.76918
4056,84398776383.59921,-52700474413.13466,104765865621.99062,-56611695873.57785,90880288876.65675,-28289957515.03352
4057,80946189923.40192,-51693411317.075714,101226721241.33955,-58265792731.98451,90930000218.31227,-28289230766.063316
4058,77797239013.32376,-49990657064.44081,97526890174.84485,-59456986160.2411,90980095175.7849,-28292502466.456165
4059,75049271457.10753,-47639443506.00211,93725803743.34273,-60173468445.01023,91030045602.17194,-28299754892.550903
4060,72803005729.31607,-44689976643.98508,89882786662.1713,-60410737805.44307,91079317766.02574,-28310921963.895706
4061,71167838392.40668,-41199997789.77723,86056261628.84944,-60171290266.717575,91127367240.98662,-28325882648.01471
4062,70267239203.59204,-37242085973.69049,82303040817.31967,-59464253601.30995,91173633123.8158,-28344449654.629585
4063,70244030838.97183,-32915644155.245182,78677699199.94905,-58304978923.35594,91217531984.78008,-28366349748.877567
4064,71264027536.73376,-28367020590.39714,75232024545.41103,-56714601597.90587,91258454391.60114,-28391189256.235504
4065,73512839329.3228,-23823365250.696995,72014539796.1974,-54719581530.35997,91295773600.48053,-28418394382.717842
4066,77170862507.15147,-19646889853.78051,69070093110.59203,-52351233131.82228,91328894040.14674,-28447114003.634907
4067,82329057353.7021,-16405721540.565662,66439508035.10979,-49645255388.31058,91357408537.7471,-28476091879.268387
4068,88780874357.1531,-14897189214.115894,64159281689.11566,-46641270975.908516,91381483449.5391,-28503626456.492577
4069,95711995204.3345,-15903520883.790487,62261314145.67579,-43382380619.052795,91402431876.62682,-28528023592.360218
4070,101750434964.45494,-19522381753.226143,60772651417.19954,-39914735445.16152,91422622864.04465,-28548832494.15958
4071,105822392867.78923,-24859473416.380527,59715236741.08861,-36287121891.897545,91443906023.47809,-28567414517.029583
4072,107736540219.98282,-30753011366.937767,59105681692.10481,-32550540598.15645,91466536372.5875,-28585610843.224503
4073,107842719409.97781,-36405908684.956184,58955058187.47115,-28757762572.326977,91489804375.60294,-28604580338.75633
4074,106597640331.30136,-41414547017.38653,59268699090.53264,-24962857497.222725,91512837283.31892,-28624749313.443493
4075,104393862666.30223,-45610885776.135925,60046002635.97945,-21220689170.747513,91534915367.4152,-28646105383.31043
4076,101534513639.40918,-48943089097.08367,61280245793.73468,-17586369227.637856,91555519596.3165,-28668420611.919014
4077,98249628454.82999,-51411809776.22389,62958417189.299385,-14114659294.270107,91574302509.79594,-28691372410.786465
4078,94717150157.9786,-53039574572.66727,65061083823.95997,-10859313104.183517,91591050310.59619,-28714603805.52887
4079,91079982693.46822,-53856691067.578514,67562309071.44298,-7872352877.231775,91605651926.78966,-28737753648.147457
4080,87458599651.00233,-53895086303.30823,70429642450.5954,-5203278175.874874,91618075841.19011,-28760472611.920242
4081,83960383931.08026,-53186031086.88193,73624204215.52148,-2898210516.938428,91628352387.31828,-28782432404.305553
4082,80686912968.56349,-51759945573.06931,77100889435.81136,-998983267.2006965,91636559129.24855,-28803331466.372574
4083,77740159414.47443,-49647602121.22736,80808716444.87883,457806295.20915294,91642807392.3681,-28822898319.907986
4084,75228365571.86772,-46882698004.801765,84691342755.37875,1441757684.3639064,91647228412.38515,-28840892465.593212
4085,73272201225.99078,-43506327117.8839,88687767239.8157,1929607096.6589417,91649957869.05014,-28857101660.280617
4086,72011645463.75012,-39574609786.45456,92733230130.83575,1906104856.7290227,91651117925.01758,-28871333009.239796
