uur,c_x,c_y,b_x,b_y,ster_x,ster_y
260,6190217494.756883,21433425681.170006,35757017705.81958,2043984096.050858,5717036245.498968,-1722752834.2608566
261,10027297755.379992,19845040209.40916,35820789949.13214,-2101275567.8575583,5732172111.6523485,-1702624008.6270761
262,13667441749.955364,17257441467.413334,35341693104.35222,-6238839409.644918,5750856814.494349,-1680699377.419244
263,16859982884.271461,13592434725.995987,34320566700.585423,-10292351294.317081,5773547260.233162,-1657282992.9691296
264,19242135140.0645,8807383840.184559,32770412719.90728,-14185189963.656748,5800835547.026456,-1632745977.4282715
265,20287494970.01552,2978933948.589509,30716519368.78554,-17842777695.833878,5833543119.749419,-1607667226.0854611
266,19299790360.44439,-3500164940.7588634,28195986960.62819,-21194898602.517654,5872735069.355983,-1583182433.5044448
267,15672816223.456572,-9608548100.296875,25256599123.25092,-24177890598.469444,5919247847.281218,-1561547003.7879872
268,9681970670.304024,-13770283315.200888,21955166122.440613,-26736872948.528282,5972240645.585554,-1545986551.3890362
269,2823538202.302452,-15059234024.065968,18356199389.648647,-28827922520.006325,6028578073.630593,-1538465185.867861
270,-3443279529.908347,-13877954744.88183,14530209973.340437,-30418501292.894352,6085157852.346862,-1538432192.1296268
271,-8471738890.654129,-11100849660.941051,10550877996.936398,-31487473943.26226,6140355993.179832,-1544400589.334851
272,-12149514917.677872,-7444748912.244084,6492634122.803411,-32025251951.313263,6193528726.670149,-1555105948.2395031
273,-14565749272.94141,-3386588561.0931735,2428624568.509876,-32033436299.26596,6244411007.744245,-1569660156.245438
274,-15859582181.807804,767218507.4199924,-1571053309.2467756,-31523998117.961,6292847802.896984,-1587428415.669953
275,-16168533404.785181,4814325390.09499,-5440799245.190043,-30518149282.30255,6338707485.635408,-1607913429.9175828
276,-15614890457.752726,8613451497.353287,-9120609003.955381,-29045035362.401695,6381863207.322717,-1630683850.8395617
277,-14304879560.248383,12058539978.66558,-12556827322.469788,-27140361087.57129,6422195788.594687,-1655334732.7422564
278,-12331769837.641422,15063080527.32307,-15702586033.124725,-24845035531.196613,6459602009.868177,-1681466599.559775
279,-9780081043.039476,17550137882.12165,-18517975207.295612,-22203900529.007477,6494003368.143168,-1708674535.8376992
280,-6730222898.562599,19445518874.934284,-20970002282.821407,-19264583354.52128,6525354384.746604,-1736542330.9956672
281,-3263746296.0905056,20672630197.58667,-23032394158.294147,-16076495200.341946,6553651118.780135,-1764638882.8983617
282,530121871.7649946,21148251708.74319,-24685292582.52821,-12689981526.795849,6578941419.323724,-1792515396.9550536
283,4545453900.444195,20778983915.367664,-25914885928.96479,-9155619009.651482,6601339391.884713,-1819702966.969494
284,8646058826.457289,19458884733.285538,-26713012218.454674,-5523646263.806529,6621048056.341725,-1845711562.0357206
285,12643951178.465456,17070497965.352327,-27076760136.99543,-1843511073.0830703,6638396675.004601,-1870034578.6509926
286,16264572449.556473,13495859941.056866,-27008087478.753605,1836485233.7815056,6653902589.996846,-1892171206.6640692
287,19093524415.39312,8655493307.87891,-26513470359.967003,5469466084.006664,6668367304.179028,-1911699905.5278718
288,20515086454.63259,2619260878.846244,-25603592012.255196,9010199966.692354,6682987931.678166,-1928483936.6243865
289,19734991211.81666,-4140221359.442047,-24293077169.66067,12415281095.048756,6699313676.708873,-1943139316.8341236
290,16182793121.280937,-10432230019.09238,-22600276204.065247,15643286833.51242,6718503234.726116,-1957616757.5100453
291,10362775876.87713,-14693808664.275837,-20547097093.158527,18654922486.42812,6739756076.992643,-1974565268.2495172
292,3772682731.658536,-16254205627.430239,-18158866933.893223,21413155806.403923,6760461370.781384,-1995003320.2668061
293,-2343708035.477789,-15548899751.429424,-15464204289.278873,23883353001.45095,6778495510.615091,-2017925319.1992695
294,-7429832580.148428,-13313034057.987068,-12494910311.72083,26033441804.636948,6793019706.935253,-2041788596.399057
295,-11347574974.97749,-10149254007.510662,-9285883056.02673,27834115003.346,6803984302.305416,-2065310827.0161142
296,-14129066370.829063,-6477494745.566137,-5875043322.556175,29259077464.516987,6811671045.908894,-2087563992.74482
297,-15860215892.33319,-2583559791.7947693,-2303256581.710902,30285338891.764416,6816478050.283681,-2107886597.593203
298,-16636191621.171799,1332500443.2188392,1385764160.078855,30893555162.703,6818837198.516321,-2125796537.5613687
299,-16546643232.962198,5123181998.999418,5145590407.468813,31068420585.713356,6819186143.166729,-2140932222.097215
300,-15672286224.660639,8672313012.451988,8927262982.079,30799111480.85164,6817960928.387877,-2153016091.633627
301,-14085746425.543198,11881348576.016033,12679549927.56117,30079777998.56409,6815596032.273387,-2161832253.3476887
302,-11854104508.391111,14660028714.630533,16349300054.61268,28910075971.766953,6812526980.02719,-2167212390.5673614
303,-9042406849.062817,16919435074.945854,19881915854.649837,27295723878.960896,6809194037.000812,-2169026238.9865193
304,-5718255539.777025,18566235803.17611,23221968971.612946,25249061805.188965,6806047053.338417,-2167174263.7479515
305,-1958181831.6499891,19497391268.99429,26313978342.557415,22789579904.622562,6803552639.775576,-2161581006.609266
306,2142773516.991726,19595034664.9384,29103364539.181328,19944373844.963287,6802206217.816276,-2152188326.772917
307,6455670221.384758,18722024639.919834,31537582686.984043,16748474974.37918,6802553725.727396,-2138949144.655527
308,10791861409.993322,16720723222.267061,33567419546.81419,13244994685.016842,6805231553.663867,-2121826037.5508592
309,14859393370.977598,13423434469.635757,35148417456.641,9485016164.555363,6811038516.81706,-2100809836.7214844
310,18194402156.56771,8699141571.68435,36242363083.07041,5527158509.158255,6821053514.506049,-2076003178.650687
311,20085555728.343716,2597441897.0968447,36818788040.811005,1436713445.9263134,6836765932.655414,-2047880627.4952197
312,19635952672.553127,-4329271244.47671,36856614566.769554,-2715733654.5141163,6859951942.185245,-2017874176.317654
313,16329372396.204905,-10736474351.558117,36346131007.26607,-6855776743.693281,6891619634.330671,-1988897677.8531852
314,10854666703.728569,-15126478293.261328,35289907681.166,-10906412431.6351,6930484769.750614,-1964162423.6300225
315,4640855888.149506,-17021119914.7838,33702583908.29163,-14790289927.021852,6973828576.865695,-1945003348.5494213
316,-1246902760.426756,-16830347446.415804,31610916159.236675,-18432381943.31838,7019531559.422382,-1931105476.7602475
317,-6311399103.61572,-15160668613.598043,29053474794.9101,-21762450802.409164,7066451285.071818,-1921763577.8696141
318,-10388377527.45252,-12516303215.200794,26079685402.116386,-24717306637.484245,7113995056.380978,-1916419516.5592816
319,-13460301652.991066,-9264988896.297705,22748297687.128532,-27242754879.039295,7161785772.913241,-1914713823.2959623
320,-15565576883.558985,-5670481699.877992,19125427667.00796,-29295104701.05405,7209506171.010765,-1916416961.8628018
321,-16760110575.30059,-1926998806.9894996,15282337571.430506,-30842150836.332726,7256841030.809934,-1921360109.2613037
322,-17102167060.802504,1815647487.9929624,11293123867.023516,-31863597898.42,7303462841.381264,-1929386358.096386
323,-16647122591.468422,5434990466.604467,7232472725.175544,-32350952044.99819,7349035309.86846,-1940319921.961445
324,-15446496700.454643,8824193681.886253,3173614870.9322968,-32306950236.185707,7393223579.461608,-1953947900.4989438
325,-13549021354.17154,11883538478.72184,-813426332.0296774,-31744627172.37674,7435706480.885826,-1970010071.8017535
326,-11003009387.868067,14513655778.668055,-4663241250.907904,-30686132826.388157,7476189149.775285,-1988193362.1984274
327,-7860066092.547962,16609517429.602863,-8316081012.587353,-29161411221.988663,7514416009.79324,-2008128529.7952576
328,-4180796398.9027157,18054525502.455822,-11718562459.740599,-27206837743.894516,7550185424.919852,-2029387271.8491147
329,-43930044.09890556,18714374481.234177,-14824069915.903244,-24863892467.018234,7583368869.729866,-2051478702.3239925
330,4438448683.79188,18431062903.375355,-17592904871.26671,-22177925017.143787,7613939867.46245,-2073845567.6170356
331,9094738130.038761,17019423772.461552,-19992238984.132328,-19197045526.729153,7642021917.101077,-2095864362.8934054
332,13648935472.528446,14274389117.419188,-21995924226.318672,-15971158321.60859,7667970073.982629,-2116864387.5706537
333,17649234688.18312,10013260475.859211,-23584208792.466515,-12551140998.426167,7692500835.085709,-2136210443.1609368
334,20386927383.87003,4212235944.121771,-24743400452.13049,-8988161707.22903,7716839582.0708,-2153558380.234649
335,20940930149.696934,-2685670756.443866,-25465511288.45922,-5333121522.916583,7742636458.213691,-2169425687.4086823
336,18681042749.50145,-9473641524.933641,-25747907451.110886,-1636206287.9435177,7771037099.712203,-2185741299.6389823
337,14047683642.345467,-14676815099.824512,-25592970639.461967,2053468934.3139133,7801244048.359991,-2204934284.272157
338,8282663082.383726,-17622728326.08284,-25007767564.887028,5688144339.416443,7831010840.816446,-2227963307.7730393
339,2455503588.9865294,-18498326472.189217,-24003743454.999268,9221652818.82959,7858434136.872942,-2254212992.2265935
340,-2844174716.80556,-17782539012.673016,-22596462232.602837,12609626908.053114,7882518950.144254,-2282540563.833712
341,-7358574526.130266,-15928463071.850857,-20805394484.451218,15809687131.083998,7902904578.845889,-2311862509.977619
342,-10998010293.243073,-13290648813.192097,-18653744088.293427,18781623010.932213,7919561963.723481,-2341289612.42307
343,-13748492442.673317,-10135379930.445272,-16168305054.213852,21487577098.050434,7932622579.138977,-2370109086.3582234
344,-15627535416.304928,-6665062829.660163,-13379341782.620365,23892241398.84855,7942296310.171392,-2397740798.0703216
345,-16664165476.959162,-3039205992.865632,-10320486151.018658,25963075022.29359,7948834014.607712,-2423699889.465237
346,-16890261566.01734,610096977.9550943,-7028643770.986172,27670551434.409084,7952511019.001982,-2447569702.881821
347,-16337242032.249828,4166916451.8240914,-3543899855.449894,28988442975.39523,7953620461.789533,-2468982721.965369
348,-15035463744.581163,7522933980.800987,90587176.39044857,29894148943.893566,7952471561.787245,-2487606739.3018374
349,-13015306602.952368,10570357180.835098,3828718626.1099334,30369071436.183758,7949390836.19447,-2503134008.379816
350,-10309791235.05714,13195365964.511723,7621631493.774187,30399040137.13703,7944725890.710561,-2515271661.814794
351,-6959250241.64039,15271366927.73695,11417935934.58506,29974783208.350456,7938852632.343811,-2523732046.648068
352,-3019396580.7017255,16651563998.530003,15164034010.84538,29092435951.540714,7932188264.071389,-2528222021.608954
353,1424523562.7542768,17160910679.72697,18804540476.563393,27754071434.96782,7925214890.869078,-2528431243.909921
354,6232477929.742666,16589279676.567125,22282828346.23734,25968226990.210808,7918522844.230487,-2524022674.7403426
355,11164837348.25061,14693201892.888828,25541733012.740383,23750388798.74238,7912889110.2348585,-2514638627.1766744
356,15808312587.23302,11229111204.559677,28524492267.785057,21123404336.649364,7909408268.193884,-2499964437.592383
357,19484436056.88257,6075256310.11629,31176059533.59812,18117910009.47498,7909653398.723004,-2479955588.2480536
358,21261503791.712387,-480165380.12607956,33444615147.959732,14773009813.235428,7915645212.138463,-2455372553.9824786
359,20374438612.146423,-7424672364.273894,35282568775.249886,11136660107.825134,7929072601.038359,-2428362198.2932935
360,16956746971.005749,-13347992681.988556,36647605649.69048,7265034825.505842,7949937927.867778,-2401852509.332755
361,11988751665.874996,-17381658962.02041,37504389661.29695,3221657181.873727,7976642406.932389,-2377816374.9946694
362,6496936944.718717,-19446949964.56411,37826376629.185684,-923540678.918222,8007450605.54987,-2356809251.591234
363,1153871231.55515,-19849357529.70895,37597417082.68336,-5095539538.141754,8041218148.160217,-2338708568.5074773
364,-3679806665.7866535,-18960372417.910336,36813043037.06704,-9216002784.476631,8077306808.2333975,-2323289626.528494
365,-7829017087.406664,-17104718207.094461,35481339910.94877,-13205424305.939959,8115346563.619886,-2310420754.831677
366,-11215824453.816185,-14542924785.598936,33623305366.49925,-16985534332.99303,8155070592.860018,-2300081298.4950027
367,-13810714752.068272,-11481601543.436663,31272624638.54378,-20481809420.927555,8196226826.381879,-2292327960.3419647
368,-15607535146.999125,-8087859544.955102,28474840460.501667,-23625911776.118965,8238536646.279377,-2287253913.2861776
369,-16610883967.497438,-4501845129.63286,25285954538.444283,-26357881660.619267,8281679861.053217,-2284952841.356426
370,-16829934262.883848,-846681150.9366612,21770555196.95405,-28627928091.46702,8325294314.501933,-2285490114.475529
371,-16275716624.672007,2763568897.287903,17999611444.750572,-30397705164.66793,8368983825.754129,-2288880624.684301
372,-14960497028.65552,6217110367.860169,14048099318.308783,-31641016786.475975,8412330973.538055,-2295072139.2256494
373,-12898787631.382164,9398061675.031256,9992628717.85933,-32343951365.81681,8454912886.149963,-2303932800.031503
374,-10110168354.399883,12179880834.445839,5909219950.28278,-32504500211.41612,8496319489.053006,-2315241252.201901
375,-6624776088.331239,14418021117.583984,1871344761.7563934,-32131751667.509148,8536175115.1123705,-2328677842.0999026
376,-2493330457.377566,15941523671.348284,-2051695347.1159468,-31244773999.27184,8574166493.634005,-2343815683.5591507
377,2194712692.5989366,16544160702.849497,-5796022649.070162,-29871304175.49684,8610083553.441818,-2360112035.1964025
378,7278508549.401873,15978697221.602497,-9304073744.583076,-28046350321.003487,8643884809.458174,-2376905930.074075
379,12469364323.520542,13966571468.908295,-12525159274.632416,-25810797463.134674,8675804668.787354,-2393444193.7342815
380,17266236959.044693,10257253883.968906,-15415741886.67861,-23210084082.45378,8706510750.78757,-2408998575.4459453
