uur,m1x,m1y,m2x,m2y,Mx,My
4999035,6413951620.734909,15106063196.992262,5982062573.940523,14087207966.166992,6253678557.981479,14679258986.907314
4999036,6359028526.97923,15123982890.436844,5936930421.469324,14111058449.502115,6253683535.034968,14679260477.094547
4999037,6302293707.439519,15134254260.948845,5893687288.494498,14138297532.34423,6253688549.576539,14679262241.51495
4999038,6244725987.694824,15136728961.582403,5852598282.257809,14168773590.12458,6253693548.838888,14679264290.984053
4999039,6187311948.155888,15131363167.104944,5813915835.741369,14202312608.792963,6253698480.010291,14679266631.964846
4999040,6131040234.826803,15118217914.358622,5777877567.726915,14238719337.977556,6253703290.55645,14679269266.522594
4999041,6076895646.497898,15097460659.297987,5744704265.553614,14277778686.168278,6253707928.549759,14679272192.216291
4999042,6025852473.742963,15069367979.097754,5714598023.393013,14319257341.852942,6253712343.029852,14679275401.930492
4999043,5978866554.463872,15034329244.161438,5687740566.266649,14362905599.438488,6253716484.419846,14679278883.656343
4999044,5936865502.557057,14992850960.721275,5664291786.642322,14408459364.333286,6253720305.023185,14679282620.236511
4999045,5900736571.057903,14945561331.063906,5644388516.626562,14455642308.016027,6253723759.625842,14679286589.096083
4999046,5871311644.818891,14893214388.948088,5628143555.393124,14504168141.475737,6253726806.227156,14679290761.990463
4999047,5849348942.043195,14836692841.855188,5615644970.856077,14553742973.529894,6253729406.918603,14679295104.811981
4999048,5835511165.048671,14777008501.164412,5606955702.064193,14604067712.71582,6253731528.922072,14679299577.508904
4999049,5830340116.363638,14715298951.538334,5602113495.152576,14654840415.868147,6253733145.786036,14679304134.182783
4999050,5834228345.999528,14652818974.169054,5601130972.925423,14705758327.55663,6253734238.718057,14679308723.440496
4999051,5847389255.859417,14590924726.964518,5603995149.17023,14756520088.920158,6253734798.003946,14679313289.082863
4999052,5869826603.788899,14531048652.599915,5610668038.667388,14806828857.323606,6253734824.42746,14679317771.206564
4999053,5901306127.605279,14474665043.133745,5621088201.346549,14856394274.369308,6253734330.566607,14679322107.774895
4999054,5941333487.732629,14423245423.771921,5635171696.458537,14904934135.750544,6253733341.807535,14679326236.675148
4999055,5989142096.114812,14378204422.90759,5652813106.832506,14952176165.456959,6253731896.891387,14679330098.22108
4999056,6043694684.334623,14340838779.048162,5673886770.244738,14997859676.460636,6253730047.809371,14679333637.981222
4999057,6103701801.978363,14312263824.683104,5698248160.170614,15041737054.69299,6253727858.897318,14679336809.730387
4999058,6167658789.879599,14293353252.238697,5725735370.769177,15083575055.957405,6253725405.058183,14679339578.251463
4999059,6233900384.146908,14284688698.673544,5756170673.762895,15123155915.426706,6253722769.153033,14679341921.679878
4999060,6300669398.0889,14286525270.604433,5789362120.677935,15160278272.781195,6253720038.728393,14679343833.102581
4999061,6366193531.041201,14298777447.176867,5825105167.221195,15194757918.573656,6253717302.360573,14679345321.202564
4999062,6428762913.384312,14321027108.230648,5863184299.192862,15226428369.656563,6253714645.965325,14679346409.866516
4999063,6486800930.211977,14352552349.349167,5903374641.819983,15255141283.438196,6253712149.424212,14679347136.818317
4999064,6538922179.870856,14392373010.446795,5945443536.888436,15280766722.288168,6253709883.817223,14679347551.469805
4999065,6583973718.784032,14439307073.920305,5989152074.555752,15303193280.561203,6253707909.443072,14679347712.263485
4999066,6621058386.324992,14492031558.212912,6034256569.209656,15322328087.448408,6253706274.684222,14679347683.806843
4999067,6649541369.144756,14549142139.41684,6080509971.148217,15338096699.212435,6253705015.662267,14679347534.069296
4999068,6669042834.933536,14609207104.935556,6127663208.147786,15350442894.343208,6253704156.550657,14679347331.848345
4999069,6679420300.626662,14670812918.826412,6175466453.1116495,15359328384.816084,6253703710.37239,14679347144.632593
4999070,6680744492.504059,14732600266.6017,6223670315.921745,15364732455.972902,6253703680.105876,14679347036.914597
4999071,6673272027.47634,14793290705.98503,6272026959.322057,15366651546.584925,6253704059.942331,14679347068.947315
4999072,6657417543.286904,14851704891.83435,6320291140.111905,15365098779.3423,6253704836.570983,14679347295.898327
4999073,6633727134.490509,14906773793.89291,6368221178.010039,15360103450.147305,6253705990.404661,14679347767.334846
4999074,6602854245.115202,14957544470.899233,6415579854.779118,15351710481.647036,6253707496.69154,14679348526.965809
4999075,6565538595.853886,15003181905.519157,6462135243.3959465,15339979841.578533,6253709326.485845,14679349612.570236
4999076,6522588305.182174,15042968230.16224,6507661452.33976,15324985922.557158,6253711447.470404,14679351056.04935
4999077,6474865096.373445,15076300428.38434,6551939225.512668,15306816920.410751,6253713824.637627,14679352883.550467
4999078,6423272257.92533,15102687240.153215,6594756412.8470545,15285574488.701468,6253716420.844179,14679355115.621363
4999079,6368744572.912752,15121745938.56153,6635908964.834041,15261373664.034626,6253719197.259756,14679357767.363863
4999080,6312239986.126647,15133200117.16203,6675201989.321384,15234341820.291157,6253722113.732493,14679360848.564402
4999081,6254733034.655476,15136878283.198631,6712449929.832388,15204617669.290787,6253725129.093615,14679364363.785505
4999082,6197208996.333809,15132713244.0536,6747476881.0332,15172350776.53397,6253728201.424823,14679368312.406904
4999083,6140658220.378807,15120742693.017872,6780117081.606374,15137701071.540506,6253731288.312635,14679372688.610357
4999084,6086070214.8053465,15101111052.413227,6810215411.721193,15100838298.641222,6253734347.114047,14679377481.306799
4999085,6034426979.011516,15074072491.36099,6837627865.5661125,15061941441.289572,6253737335.258344,14679382674.008884
4999086,5986695038.427513,15039994941.18062,6862222002.756543,15021198133.559893,6253740210.610537,14679388244.656912
4999087,5943815625.7637825,14999364810.99503,6883877384.22942,14978804061.52556,6253742931.9224,14679394165.41204
4999088,5906692456.254368,14952791951.343082,6902485996.480363,14934962353.21088,6253745459.397039,14679400402.438137
4999089,5876176577.169054,14901014220.488173,6917952666.481854,14889882954.266901,6253747755.391368,14679406915.702679
4999090,5853047858.145099,14844900776.51778,6930195468.471193,14843781985.818056,6253749785.27688,14679413658.838058
4999091,5837992858.588091,14785452957.127012,6939146122.841051,14796881080.555513,6253751518.471113,14679420579.116982
4999092,5831579095.654568,14723801342.172073,6944750386.491229,14749406692.952263,6253752929.638712,14679427617.608139
4999093,5834226173.299298,14661197367.309668,6946968433.152463,14701589379.39177,6253754000.040464,14679434709.589073
4999094,5846174838.079325,14598997742.56859,6945775221.347186,14653663044.021154,6253754718.980216,14679441785.2985
4999095,5867455787.875998,14538640025.907366,6941160846.79834,14605864146.259216,6253755085.263805,14679448771.105852
4999096,5897860908.675062,14481608121.390007,6933130875.233118,14558430866.112337,6253755108.544231,14679455591.156023
4999097,5936920411.783197,14429387312.575624,6921706650.65402,14511602223.783087,6253754810.38977,14679462169.507742
4999098,5983889871.576821,14383409739.41034,6906925573.263841,14465617150.50511,6253754224.886941,14679468432.7229
4999099,6037751155.515287,14344992895.649506,6888841340.327397,14420713508.116312,6253753398.590655,14679474312.78563
4999100,6097230452.083739,14315275512.328093,6867524142.310075,14377127055.615664,6253752389.670865,14679479750.145731
4999101,6160834933.241849,14295156689.847649,6843060805.600292,14335090361.897366,6253751266.183637,14679484696.610586
4999102,6226907176.904021,14285244863.159904,6815554871.889088,14294831665.186932,6253750103.508048,14679489117.775675
4999103,6293693753.209236,14285822741.19209,6785126602.668066,14256573681.93496,6253748981.118435,14679492994.70463
4999104,6359421987.160112,14296832643.068512,6751912895.500741,14220532372.736298,6253747978.974096,14679496324.65052
4999105,6422377494.108524,14317883937.84747,6716067101.293422,14186915684.873365,6253747173.875131,14679499120.737534
4999106,6480975029.399795,14348281201.62105,6677758770.834563,14155922308.385937,6253746636.134692,14679501410.66738
4999107,6533816460.98587,14387069056.992104,6637173490.551352,14127740369.705082,6253746426.854983,14679503234.642197
4999108,6579732149.519106,14433088114.585989,6594512629.462519,14102545645.817062,6253746595.986323,14679504642.777138
4999109,6617804919.993698,14485035365.284777,6549992267.104417,14080499938.96216,6253747181.226168,14679505692.299435
4999110,6647377272.438101,14541523056.588259,6503842214.98754,14061750061.231068,6253748207.704519,14679506444.803385
4999111,6668044598.214006,14601132155.538559,6456305219.297229,14046426581.509876,6253749688.323332,14679506963.766102
4999112,6679638240.535774,14662457663.038464,6407635943.899386,14034642452.296997,6253751624.579391,14679507312.449766
4999113,6682202097.283617,14724144579.9222,6358099738.441584,14026491690.974844,6253754007.6965275,14679507552.242432
4999114,6675966023.361582,14784914632.66166,6307971227.661531,14022048154.115435,6253756819.912969,14679507741.431318
4999115,6661318614.102048,14843584702.597836,6257532736.44968,14021364422.769213,6253760035.80196,14679507934.363735
4999116,6638781200.882628,14899078343.56833,6207072560.011206,14024470818.658728,6253763623.539271,14679508180.929941
4999117,6608984200.035747,14950431914.692669,6156883090.061997,14031374573.2933,6253767546.063589,14679508526.295553
4999118,6572646393.332424,14996796797.51271,6107258811.505129,14042059172.446012,6253771762.102228,14679509010.813787
4999119,6530557299.7196455,15037438997.03368,6058494188.033212,14056483897.529552,6253776227.054181,14679509670.055828
4999120,6483562511.046326,15071737209.89978,6010881459.09941,14074583583.440344,6253780893.735926,14679510534.907866
4999121,6432551683.303567,15099180222.509476,5964708374.440547,14096268609.554028,6253785713.003839,14679511631.693766
4999122,6378448770.560024,15119364300.82414,5920255895.623557,14121425136.852077,6253790634.27191,14679512982.29191
4999123,6322204035.129947,15131991061.644787,5877795896.747396,14149915599.74706,6253795605.945887,14679514604.22293
4999124,6264787343.459673,15136866172.913967,5837588898.312118,14181579456.186745,6253800575.796072,14679516510.69191
4999125,6207182247.132629,15133899113.454588,5799881869.238498,14216234194.21999,6253805491.291455,14679518710.574224
4999126,6150380341.692974,15123104122.817633,5764906131.996068,14253676587.59506,6253810299.91816,14679521208.339102
4999127,6095375386.499727,15104602380.346077,5732875404.732579,14293684187.351519,6253814949.505672,14679524003.90935
4999128,6043156654.325245,15078625359.133352,5703984012.209087,14336017030.993654,6253819388.585048,14679527092.460295
4999129,5994700961.561836,15045519194.854855,5678405294.318394,14380419545.937307,6253823566.804215,14679530464.16606
4999130,5950962814.602739,15005749781.174782,5656290237.188255,14426622619.746561,6253827435.426301,14679534103.907413
4999131,5912862106.11436,14959908143.233168,5637766347.722191,14474345806.462551,6253830947.937095,14679537990.963108
4999132,5881268823.261919,14908715441.900637,5622936788.757254,14523299636.234852,6253834060.786547,14679542098.715971
4999133,5856984311.42512,14853026723.197058,5611879790.986014,14573187993.915545,6253836734.285361,14679546394.416307
4999134,5840718799.695938,14793832261.423157,5604648364.263893,14623710525.125853,6253838933.669934,14679550839.057848
4999135,5833065178.089731,14732255095.766478,5601270336.146186,14674564977.328344,6253840630.335413,14679555387.43447
4999136,5834469570.947603,14669543201.653025,5601748531.969664,14725449236.272337,6253841803.215944,14679559988.457111
4999137,5845200131.75477,14607054250.987268,5606060426.169451,14776063486.622618,6253842440.261992,14679564585.81631
4999138,5865315106.791571,14546230839.747145,5614158795.880913,14826113262.258297,6253842539.92672,14679569119.070843
4999139,5894632895.468651,14488566017.254808,5625973349.846392,14875311380.053839,6253842112.533743,14679573525.220995
4999140,5932708434.476475,14435558290.471788,5641411764.786112,14923379536.353447,6253841181.362272,14679577740.785667
4999141,5978819601.473033,14388656764.606726,5660360767.469138,14970050007.46792,6253839783.259586,14679581704.341032
4999142,6031967588.381854,14349199137.547173,5682687412.903034,15015067235.396358,6253837968.591139,14679585359.398382
4999143,6090894498.6188345,14318346996.002142,5708240501.255784,15058189234.590403,6253835800.376612,14679588657.413492
4999144,6154119716.372267,14297024337.305676,5736852088.168044,15099188810.95691,6253833352.540196,14679591560.648926
4999145,6219994148.711717,14285865946.65271,5768339056.539335,15137854594.438324,6253830707.31824,14679594044.577263
4999146,6286768700.745151,14285181788.55129,5802504724.0147085,15173991889.678097,6253827951.996183,14679596099.535316
4999147,6352670956.848919,14294941823.011953,5839140463.90079,15207423351.548897,6253825175.258987,14679597731.421587
4999148,6415982650.773609,14314782926.691011,5878027319.976904,15237989494.321465,6253822463.504588,14679598961.357681
4999149,6475110504.44862,14344036515.95681,5918937598.214946,15265549044.947203,6253819897.470004,14679599824.37945
4999150,6528644375.353786,14381772778.603285,5961636420.932015,15289979152.259726,6253817549.4556465,14679600367.350172
4999151,6575398954.068932,14426855714.816265,6005883231.387217,15311175464.844782,6253815481.325,14679600646.36839
4999152,6614437861.211737,14478002712.335714,6051433239.268742,15329052090.885214,6253813743.334079,14679600723.965332
4999153,6645081299.618383,14533843010.37882,6098038799.856477,15343541453.475368,6253812373.736442,14679600666.357302
4999154,6666900029.242979,14592970764.51797,6145450721.84559,15354594054.745827,6253811399.033657,14679600540.954424
4999155,6679699227.5686655,14653990059.958673,6193419500.8405,15362178161.67743,6253810834.7036295,14679600414.250288
4999156,6683495878.078892,14715550758.684061,6241696477.347626,15366279425.74243,6253810686.235406,14679600350.14462
4999157,6678492912.566147,14776375279.891924,6290034919.687545,15366900447.498447,6253810950.318641,14679600408.694017
4999158,6665052657.990789,14835277224.367228,6338191033.583203,15364060295.930792,6253811616.06764,14679600645.247643
4999159,6643671399.469336,14891173189.798029,6385924901.159895,15357793990.509768,6253812666.1946745,14679601109.90431
4999160,6614956194.402297,14943089268.702387,6433001352.275382,15348151951.129478,6253814078.079057,14679601847.220602
4999161,6579604522.389786,14990163670.637318,6479190768.552291,15335199416.533827,6253815824.704477,14679602896.102169
4999162,6538386951.318388,15031646750.05465,6524269807.382667,15319015827.70758,6253817875.456417,14679604289.818024
4999163,6492132738.602753,15066899495.07697,6568021992.17759,15299694205.563593,6253820196.784824,14679606056.087387
4999164,6441718078.442827,15095391201.81627,6610238163.932419,15277340771.400017,6253822752.74577,14679608217.198738
4999165,6388056266.35311,15116696949.147606,6650717401.129715,15252074891.372025,6253825505.441042,14679610790.130049
4999166,6332089480.099023,15130496013.296717,6689268120.427771,15224028108.217443,6253828415.377088,14679613786.647884
4999167,6274782303.401784,15136571121.360714,6725708266.1230755,15193343094.04531,6253831441.765001,14679617213.36901
4999168,6217115971.156773,15134808454.744114,6759865589.522798,15160173159.585041,6253834542.784273,14679621071.772646
4999169,6160082769.269502,15125198838.962643,6791578130.9586735,15124681775.399302,6253837675.834143,14679625358.156574
4999170,6104680172.977933,15107840207.615088,6820694714.52921,15087042028.771404,6253840797.796934,14679630063.53493
4999171,6051904208.606084,15082941274.321396,6847075419.410867,15047436050.839182,6253843865.338529,14679635173.479881
4999172,6002741481.742335,15050826250.132599,6870592030.893828,15006054428.93889,6253846835.272112,14679640667.914495
4999173,5958159294.891836,15011940319.951244,6891128476.742128,14963095607.120579,6253849665.012195,14679646520.870182
4999174,5919093273.772789,14966855430.307291,6908581252.630359,14918765273.475578,6253852313.146157,14679652700.229813
4999175,5886431948.813325,14916275738.259876,6922859838.791122,14873275731.303114,6253854740.149299,14679659167.487202
4999176,5860997821.662806,14861041826.964117,6933887108.795925,14826845250.440954,6253856909.265503,14679665877.56513
4999177,5843524617.401962,14802132516.748543,6941599730.396795,14779697394.736217,6253858787.567598,14679672778.747124
4999178,5834630717.777147,14740662816.614523,6945948557.452773,14732060321.46163,6253860347.197671,14679679812.791569
4999179,5834789223.17638,14677876318.07062,6946899011.094091,14684166048.434359,6253861566.766291,14679686915.30819
4999180,5844295720.554909,14615130207.463299,6944431447.410625,14636249684.65312,6253862432.860042,14679694016.482819
4999181,5863235626.738075,14553871168.051405,6938541508.080047,14588548620.432928,6253862941.569465,14679701042.231916
4999182,5891453859.976124,14495600876.794527,6929240449.473042,14541301673.289223,6253863099.907976,14679707915.84787
4999183,5928530418.53716,14441830673.844746,6916555444.889016,14494748186.210066,6253862926.953484,14679714560.155033
4999184,5973765984.841053,14394026327.623388,6900529853.686255,14449127075.464928,6253862454.519046,14679720900.133137
4999185,6026181651.218211,14353545539.19941,6881223450.170455,14404675825.744003,6253861727.159988,14679726865.88371
4999186,6084536035.009417,14321572658.468111,6858712604.17653,14361629431.228138,6253860801.363907,14679732395.729097
4999187,6147361320.837616,14299056592.749207,6833090404.273191,14320219282.215925,6253859743.851422,14679737439.162592
4999188,6213017298.9035425,14286658583.360147,6804466713.334217,14280671998.345154,6253858629.0317545,14679741959.335562
4999189,6279759716.267818,14284716025.117178,6772968144.687211,14243208211.743494,6253857535.786749,14679745934.79086
4999190,6345816879.809811,14293226721.949211,6738737945.337856,14208041308.248423,6253856543.868928,14679749360.235575
4999191,6409467084.411218,14311855217.170795,6701935775.154907,14175376146.6451,6253855730.263342,14679752246.275526
4999192,6469109449.628243,14339959748.784908,6662737407.917424,14145407793.5022,6253855165.861588,14679754618.178751
4999193,6523322060.741005,14376635773.459835,6621334511.613998,14118320205.622208,6253854912.731273,14679756513.860605
4999194,6570903776.864261,14420770530.190313,6577934354.425365,14094284435.97393,6253855022.155983,14679757981.361397
4999195,6610898962.608916,14471102109.660984,6532758674.55959,14073456976.929155,6253855533.5,14679759076.108498
4999196,6642605784.876903,14526277150.455116,6486042624.008559,14055978758.488253,6253856473.84457,14679759858.22653
4999197,6665570756.701007,14584903393.137144,6438033912.076393,14041973912.464258,6253857858.266327,14679760390.095442
4999198,6679573278.311426,14645594427.162197,6388991723.823151,14031548413.688889,6253859690.5921335,14679760734.279102
4999199,6684603759.600457,14707005441.85173,6339185419.25625,14024788784.988827,6253861964.461526,14679760951.875626
4999200,6680838477.425489,14767860061.726105,6288893053.37234,14021760906.07037,6253864664.547339,14679761101.284637
4999201,6668613672.885807,14826969153.412954,6238399733.703301,14022508944.143206,6253867767.816218,14679761237.34927
4999202,6648400674.973901,14883242918.537142,6187995826.425019,14027054426.082207,6253871244.744648,14679761410.810543
4999203,6620783175.871822,14935697728.768524,6137975023.7021265,14035395473.903202,6253875060.437245,14679761668.005041
4999204,6586437242.829604,14983459110.709074,6088632288.501733,14047506225.500051,6253879175.619361,14679762050.739096
4999205,6546114247.771686,15025762132.384401,6040261697.097654,14063336461.366232,6253883547.4949665,14679762596.280039
4999206,6500626616.628063,15061950241.699825,5993154203.398457,14082811455.713745,6253888130.473822,14679763337.414629
4999207,6450836121.443827,15091473400.656105,5947595352.808559,14105832067.175068,6253892876.780253,14679764302.534555
4999208,6397644332.3572855,15113886169.779524,5903862976.376653,14132275080.254063,6253897736.960796,14679765515.717958
4999209,6341984788.805886,15128846234.462608,5862224898.330866,14161993804.00729,6253902660.310585,14679766996.78363
4999210,6284816419.750182,15136113729.530207,5822936691.601119,14194818929.240128,6253907595.239753,14679768761.301128
4999211,6227117726.335249,15135551605.940979,5786239516.473687,14230559639.973333,6253912489.601853,14679770820.545412
4999212,6169881227.009315,15127127186.73504,5752358077.040371,14269004969.28163,6253917291.006948,14679773181.389326
4999213,6114107648.661332,15110914969.104511,5721498728.574229,14309925384.051413,6253921947.142834,14679775846.131668
4999214,6060799325.644244,15087100635.782665,5693847766.423879,14353074577.983547,6253926406.128946,14679778812.263065
4999215,6010952243.328768,15055986131.253143,5669569923.5777445,14398191447.513596,6253930616.92879,14679782072.177128
4999216,5965546140.167924,15017995525.934752,5648807099.915194,14445002221.464373,6253934529.84786,14679785612.840624
4999217,5925532073.476527,14973681224.706938,5631677341.71933,14493222712.39811,6253938097.144601,14679789415.444372
4999218,5891816876.815648,14923729867.767384,5618274086.10107,14542560655.917742,6253941273.78094,14679793455.066397
4999219,5865244015.311228,14868967020.772066,5608665683.609772,14592718102.965132,6253944018.335301,14679797700.390713
4999220,5846570509.587002,14810359469.532999,5602895217.897377,14643393823.666811,6253946294.093114,14679802113.53855
4999221,5836439890.707644,14749013666.36087,5600980645.499859,14694285634.529615,6253948070.316007,14679806650.082607
4999222,5835351709.386457,14686168694.541327,5602915082.768316,14745092424.832006,6253949323.669434,14679811259.326908
4999223,5843629023.070941,14623181651.429146,5608666590.377175,14795516266.406048,6253950039.758166,14679815884.941303
4999224,5861385012.517008,14561503238.655111,5618178869.750782,14845265388.826548,6253950214.679689,14679820466.034948
4999225,5888491470.229108,14502643295.179138,5631372969.260139,14894056075.603024,6253949856.463974,14679824938.73035
4999226,5924553613.535117,14448125458.47097,5648148398.410615,14941614184.990662,6253948986.230587,14679829238.258532
4999227,5968895049.062234,14399431611.559519,5668384262.892119,14987676774.82765,6253947638.867549,14679833301.532236
4999228,6020556934.842588,14357938902.217379,5691940584.620278,15031993612.338226,6253945863.037386,14679837070.071596
4999229,6078314654.620416,14324853891.191422,5718659750.002502,15074328503.538229,6253943720.355819,14679840493.069466
4999230,6140713552.020447,14301149870.752798,5748368041.015911,15114460434.886765,6253941283.671408,14679843530.312315
4999231,6206122767.397553,14287514071.984266,5780877217.696727,15152184530.121876,6253938634.492002,14679846154.640425
4999232,6272803451.140614,14284310950.131493,5815986127.101588,15187312828.139868,6253935859.733957,14679848353.655998
4999233,6338985254.938381,14291565926.396826,5853482317.4717045,15219674889.783466,6253933048.08168,14679850130.472914
4999234,6402943664.393387,14308971197.11894,5893143639.15986,15249118243.155533,6253930286.3079,14679851503.432089
4999235,6463070796.944653,14335912145.157053,5934739816.469844,15275508678.538538,6253927655.902204,14679852504.851114
4999236,6517933692.422142,14371510245.775335,5978033977.069797,15298730405.11782,6253925230.28923,14679853179.001158
4999237,6566316427.962559,14414676718.02493,6022784128.09692,15318686082.456398,6253923072.809438,14679853579.581364
4999238,6607244959.085459,14464170749.397058,6068744570.447285,15335296740.054262,6253921235.514324,14679853766.980854
4999239,6639995835.764356,14518656771.051565,6115667245.004027,15348501598.365139,6253919758.722212,14679853805.58792
4999240,6664091496.23153,14576756602.58123,6163303006.66251,15358257804.368073,6253918671.207498,14679853761.342787
4999241,6679285598.841643,14637093879.474657,6211402823.929885,15364540094.233517,6253917990.860594,14679853699.655422
4999242,6685541921.0123415,14698329664.971804,6259718903.584995,15367340394.81289,6253917725.6524935,14679853683.739729
4999243,6683009949.567142,14759189318.50822,6308005741.364623,15366667374.62647,6253917874.7569065,14679853773.360485
4999244,6671999638.01786,14818481474.91545,6356021100.867973,15362545953.685167,6253918429.713413,14679854023.952587
4999245,6652957098.140975,14875110411.603886,6403526923.751079,15355016779.693296,6253919375.548392,14679854486.052303
4999246,6626442345.085612,14928083225.613798,6450290174.419449,15344135675.514341,6253920691.800963,14679855204.9735
4999247,6593109686.826786,14976513201.258583,6496083620.105134,15329973058.506077,6253922353.426124,14679856220.663837
4999248,6553690958.312381,15019620602.32676,6540686535.532439,15312613328.116123,6253924331.565921,14679857567.68299
4999249,6508981545.126296,15056731914.784616,6583885283.865998,15292154244.565947,6253926594.192481,14679859275.25398
4999250,6459828947.123278,15087278260.832464,6625473753.554785,15268706518.60021,6253929106.635153,14679861367.348204
4999251,6407123211.867802,15110793554.76433,6665254204.828525,15242393764.468874,6253931832.009296,14679863862.773388
4999252,6351788869.901919,15126913523.079695,6703038406.690187,15213351616.621273,6253934731.567056,14679866775.242054
4999253,6294778583.200629,15135375604.108582,6738647848.236638,15181726637.196228,6253937764.990912,14679870113.403862
4999254,6237067525.613143,15136019562.109425,6771913981.048569,15147675814.528257,6253940890.652012,14679873880.829397
4999255,6179647890.69649,15128789276.709791,6802678689.954477,15111366095.107796,6253944065.856717,14679878075.937796
4999256,6123523119.601371,15113735827.666426,6830794785.829208,15072973846.34134,6253947247.105778,14679882691.86516
4999257,6069701330.931469,15091021825.648695,6856126476.484036,15032684285.947657,6253950390.391611,14679887716.275187
4999258,6019187381.404418,15060926841.385542,6878549817.985636,14990690894.427153,6253953451.56051,14679893131.118532
4999259,5972972958.2822275,15023853658.11371,6897953151.995528,14947194813.898228,6253956386.767828,14679898912.353777
4999260,5932024093.616433,14980334904.623268,6914237532.785416,14902404231.910328,6253959153.054757,14679905029.65086
4999261,5897265511.944011,14931039413.954678,6927317145.857527,14856533747.149794,6253961709.074328,14679911446.10788
4999262,5869561303.069718,14876777395.54892,6937119718.821505,14809803713.252197,6253964015.990552,14679918118.024294
4999263,5849691583.545037,14818503215.924362,6943586924.142297,14762439556.608942,6253966038.566534,14679924994.787312
4999264,5838325112.6807375,14757314281.27283,6946674772.440449,14714671063.916655,6253967746.443208,14679932018.942492
4999265,5835988297.299785,14694444255.601326,6946353994.13083,14666731635.206524,6253969115.588302,14679939126.53179
4999266,5843031674.083709,14631248710.779034,6942610406.299373,14618857498.191044,6253970129.864389,14679946247.788725
4999267,5859595783.343307,14569181399.113562,6935445260.829496,14571286879.976183,6253970782.626052,14679953308.275927
4999268,5885579266.723409,14509759787.887175,6924875568.899083,14524259132.511747,6253971078.212975,14679960230.529184
4999269,5920612875.984125,14454519401.758978,6910934396.077273,14478013808.597898,6253971033.165622,14679966936.229433
4999270,5964043630.710022,14404957912.335646,6893671121.359724,14432789685.839724,6253970676.964218,14679973348.85856
4999271,6014933324.38722,14362471687.535746,6873151652.588042,14388823736.65715,6253970052.093602,14679979396.711409
4999272,6072074705.54712,14328289381.263689,6849458589.787983,14346350043.339273,6253969213.277618,14679985016.048454
4999273,6134026869.058654,14303408660.40995,6822691326.98824,14305598658.239056,6253968225.811046,14679990154.102222
4999274,6199168866.989211,14288542831.080769,6792966081.950291,14266794410.696611,6253967163.035943,14679994771.619213
4999275,6265767769.811206,14284083566.402391,6760415841.792012,14230155664.645111,6253966103.140097,14679998844.645325
4999276,6332055047.376839,14290084094.341848,6725190210.877747,14195893035.655882,6253965125.566411,14680002365.349474
4999277,6396303827.38679,14306264414.141403,6687455149.5825405,14164208087.77685,6253964307.38377,14680005341.81107
4999278,6456899663.1849785,14332037030.903288,6647392627.633608,14135292048.4266,6253963719.965503,14680007796.841452
4999279,6512398797.630931,14366549136.248566,6605200346.596312,14109324481.175001,6253963426.25453,14680009766.032454
4999280,6561570363.785038,14408735762.389711,6561091402.148001,14086471486.455574,6253963478.785961,14680011295.300497
4999281,6603421847.552638,14457377498.005304,6515293094.6883,14066884014.857836,6253963918.518912,14680012438.213165
4999282,6637208446.384486,14511156974.139622,6468045792.726117,14050696881.880854,6253964774.424832,14680013253.355919
4999283,6662428917.356116,14568710478.318712,6419602016.223186,14038027553.586744,6253966063.706074,14680013801.933867
4999284,6678811576.985827,14628672100.751263,6370225289.799187,14028974805.938656,6253967792.483733,14680014145.728172
4999285,6686293924.56662,14689709232.849636,6320188772.655739,14023617457.54726,6253969956.791217,14680014345.457558
4999286,6684998940.6065645,14750549470.629524,6269773709.616691,14022013217.51059,6253972543.728796,14680014459.541372
4999287,6675210490.9597225,14809999754.687973,6219267722.148388,14024197665.909962,6253975532.664295,14680014543.224665
4999288,6657349579.323747,14866958992.58819,6168962952.181645,14030183386.496532,6253978896.397579,14680014648.006107
4999289,6631952557.680932,14920425551.308315,6119154073.173915,14039959272.959429,6253982602.236256,14680014821.30295
4999290,6599651885.623124,14969500967.730183,6070136186.432652,14053490030.075771,6253986612.954334,14680015106.289022
4999291,6561159640.044863,15013391082.469612,6022202624.668921,14070715889.494406,6253990887.6237955,14680015541.848562
4999292,6517253705.158048,15051405615.305035,5975642688.543133,14091552557.252747,6253995382.321725,14680016162.597523
4999293,6468766396.161823,15082957007.285988,5930739345.34163,14115891406.567236,6254000050.723873,14680016998.93319
4999294,6416575162.521899,15107559176.635813,5887766921.691683,14143599925.119017,6254004844.600504,14680018077.081413
4999295,6361594955.259316,15124826681.839132,5846988824.222121,14174522421.125399,6254009714.233229,14680019419.11814
4999296,6304771807.823779,15134474656.71132,5808655323.17506,14208480987.113993,6254014608.773137,14680021042.948092
4999297,6247077157.683191,15136319774.644632,5773001434.07524,14245276714.695139,6254019476.561589,14680022962.228674
4999298,6189502415.796823,15130282405.50324,5740244931.616634,14284691147.975655,6254024265.436001,14680025186.231714
4999299,6133053267.752873,15116390039.912075,5710584527.93311,14326487957.801916,6254028923.044098,14680027719.63998
4999300,6078743161.399067,15094781961.92964,5684198244.44254,14370414813.99466,6254033397.19156,14680030562.279938
4999301,6027585403.040818,15065715041.548649,5661242002.62275,14416205428.366451,6254037636.249606,14680033708.797493
4999302,5980583254.002181,15029570382.116995,5641848454.617509,14463581737.80671,6254041589.65062,14680037148.289959
