uur,m1x,m1y,m2x,m2y,Mx,My
208,261226187.28265512,-360072045.66591525,149267618.49331143,-650894754.9637179,265249.32179349754,664131.6396764922
209,304621783.93233347,-319217609.75852793,100837811.01823093,-661931260.4820474,265682.9367880372,665424.7760287877
210,342212570.2410386,-272262591.9074898,51859723.99223735,-669353496.2996616,266403.58875661803,666339.4215508831
211,373099894.20806265,-219957334.76707217,2602708.490803875,-673150705.2373332,267446.756300468,666910.614984848
212,396458843.5821265,-163197288.13391352,-46666695.92992358,-673331856.4611957,268844.5189621351,667180.7226017162
213,411564424.3257583,-103023735.60228936,-95686139.31277247,-669925007.9833187,270624.3601289683,667199.4562759979
214,417821649.6838932,-40619497.14116833,-144198732.70408213,-662976569.6427085,272807.78320770006,667023.6526126779
215,414798702.3286066,22702301.315510474,-191954208.08729577,-652550495.3201755,275408.78036253166,666716.7240214845
216,402261554.451387,85518300.06169532,-238709968.60129088,-638727423.9839048,278432.2298683252,666347.6924069382
217,380207519.25087374,146325415.1248604,-284232032.8710525,-621603784.6159636,281872.34107406525,665989.7307698943
218,348894293.8965042,203582635.4684887,-328295878.4095973,-601290877.3814735,285711.30898301466,665718.1730145131
219,308860355.56789243,255763717.73238373,-370687189.8470538,-577913941.4241899,289918.37334631727,665608.0105839511
220,260932369.22937748,301418706.49472505,-411202518.31343096,-551611218.0034322,294449.48673151166,665730.9736532804
221,206215833.1664953,339240310.20943296,-449649858.6772043,-522533016.1912163,299247.7693368757,666152.3838813222
222,146066680.97866428,368129452.4244234,-485849151.54647344,-490840786.97786045,304244.8580834532,666928.0461860201
223,82043890.4501403,387253299.1516204,-519632716.9969841,-456706210.3700509,309363.14778804267,668101.4949171855
224,15845930.599396102,396089178.36630857,-550845626.9223813,-420310298.8949272,314518.7913518508,669701.9043539823
225,-50763524.416170225,394449238.47446185,-579346022.7200702,-381842519.8351441,319625.20366356464,671742.9060913313
226,-116033452.14246023,382483229.7161631,-605005384.7336683,-341499937.5006064,324596.7323201048,674222.4364575006
227,-178299348.2463308,360659860.74754727,-627708759.4570918,-299486375.8801903,329352.1394916941,677123.592689245
228,-236046551.01520848,329730035.8072467,-647354949.9243453,-256011601.09981495,333817.5867581644,680416.3422991155
229,-287958547.71266747,290677271.7549218,-663856673.8573931,-211290522.239123,337928.91238301096,684059.8362163095
230,-332948325.36464477,244661400.588869,-677140692.7553018,-165542408.28847542,341633.1099313559,688005.0383179309
231,-370173209.4600187,192961328.4010739,-687147912.5348243,-118990118.78902937,344889.02911738976,692197.3997098947
232,-399035415.60397995,136921473.21837172,-693833451.4817746,-71859348.31467196,347667.40348332666,696579.360231199
233,-419171540.79530555,77904981.54482019,-697166667.2811322,-24377900.780199632,349950.35654734226,701092.5317099293
234,-430434469.5562579,17255324.192822665,-697131179.7675096,23224941.768967293,351730.5508897662,705679.489283137
235,-432870788.6138521,-43733437.06555053,-693725140.8998653,70718971.85577801,353010.13212577044,710285.1566573888
236,-426696406.83180225,-103838586.94077328,-686961658.0638072,117874056.35821359,353799.59229544585,714857.8131912966
237,-412272808.0558595,-161923808.79122874,-676868501.914433,164461224.78829953,354116.6449454321,719349.7747222522
238,-390084878.12620074,-216948360.73274603,-663487821.7029305,210253247.81079718,353985.1744793737,723717.8107598868
239,-360720915.4803991,-267972045.66257638,-646876166.8689935,255025270.89947462,353434.2960122084,727923.3623487367
240,-324855309.9052207,-314157271.909746,-627104518.6167251,298555578.7795094,352497.54103877227,731932.6197097193
241,-283233936.6577785,-354769238.86054444,-604258270.2070502,340626408.26018703,351212.1695895331,735716.5104200802
242,-236662070.57690984,-389175120.94108486,-578437163.5030979,381024786.0069703,349618.59986958926,739250.6398258029
243,-185994498.04226765,-416842952.55111325,-549755186.1247503,419543389.4528786,347759.94033121853,742515.2167957604
244,-132127431.99838986,-437340758.16236585,-518340427.7507733,455981432.49277353,345681.60556472366,745494.9903864678
245,-75991793.42385301,-450336336.61947304,-484334891.10992557,490145577.2141306,343430.9953476918,748179.2166348738
246,-18547396.53697592,-455597995.7149956,-447894251.6783276,521850871.8807461,341057.21492652385,750561.6694067098
247,39222446.150869876,-452996436.4080112,-409187559.2254316,550921714.2362615,338610.8135852226,752640.7047062248
248,96316406.1200374,-442507897.2984816,-368396873.80386764,577192837.9852022,336143.5174462604,754419.3837068435
249,151721244.42685157,-424218579.45610577,-325716828.44972116,600510319.0261292,333707.93108586274,755905.6555352072
250,204419110.40349975,-398330268.8155955,-281354110.7221216,620732596.643022,331357.180949373,757112.5960338609
251,253396637.54723388,-365166946.9773168,-235526855.269893,637731503.4070224,329144.47194170847,758058.6928175639
252,297656465.4180385,-325182020.5508974,-188463939.88740546,651393296.0115104,327122.5274103486,758768.1594143439
253,336231815.1624946,-278965595.1243864,-140404178.0357109,661619677.6785328,325342.8828078287,759271.2517197579
254,368204694.94919133,-227250968.1268257,-91595401.58322592,668328801.1610149,323855.00575607194,759604.5481833473
255,392728177.78587335,-170919219.98344174,-42293428.58498357,671456239.7560389,322705.2215590966,759811.141310585
256,409052939.0486139,-111000465.18319316,7239087.711292677,670955912.1751238,321935.4352520284,759940.6731487437
257,416557824.8731036,-48670027.30976623,56733930.75731779,666800945.6171037,321581.66090224934,760049.1334596158
258,414783616.38058,14762402.479610749,105918713.60168466,658984459.9614018,321672.3974559795,760198.3296913044
259,403468359.297269,77872571.5151221,154518390.5070285,647520254.5753766,322226.927915896,760454.9375456962
260,382581699.2765743,139152069.04468215,202256882.0330921,632443377.5628434,323253.66244051163,760889.0558115575
261,352354734.5274742,197050203.46455896,248858803.87748745,613810554.8074611,324748.6897731447,761572.2247915174
262,313301193.1977361,250026970.01591903,294051279.89559543,591700452.8693336,326694.73479512247,762574.9270185065
263,266225555.96918446,296615014.3485745,337565791.4768213,566213758.7407591,329060.72951184603,763963.6692622551
264,212214339.5777623,335486516.3446808,379139989.0616816,537473177.2906829,331802.17743533774,765797.8350721869
265,152608069.8041727,365519109.3642024,418519761.3223125,505623613.09908646,334862.42019537016,768126.5780499306
266,88953819.14130679,385854522.439138,455461865.09142786,470831678.1086371,338174.80458728084,770986.0746257112
267,22941888.60405972,395943349.0365803,489735800.29299605,433284432.065259,341665.61488203926,774397.4491137686
268,-43668187.545044445,395570207.5692204,521125499.78985494,393188478.03886247,345257.5122754595,778365.6125435274
269,-109125368.08384243,384856988.8103353,549431236.7541867,350768928.73249847,348873.1444163082,782879.1359784756
270,-171760902.11633456,364244772.0977089,574471490.9729493,306268077.3459544,352438.5710758741,787911.1351433893
271,-230051658.2834223,334457709.02123034,596084680.3776814,259943819.8386835,355886.20060308155,793421.009940208
272,-282668558.97481596,296454143.53577316,614130725.9512573,212067863.3624706,359157.0296415505,799356.7900193128
273,-328508217.4343185,251371022.62815517,628492424.7407968,162923746.2576897,362202.09723535663,805657.8008595356
274,-366708225.48634344,200467305.4508128,639076606.8450234,112804695.25514278,364983.17500361806,812257.3810967238
275,-396648287.81994057,145070933.9006192,645815054.7210329,62011348.56849976,367472.79727127973,819085.4356438036
276,-417940376.3246455,86532415.1810835,648665167.0655744,10849376.873798735,369653.7809480123,826070.6802362759
277,-430411341.9044856,26186566.69022589,647610354.4390821,-40372963.096898295,371518.39724341384,833142.5035665543
278,-434081160.5514045,-34677267.25519754,642660159.3544166,-91347305.80638519,373067.3449004201,840232.4315176298
279,-429139429.29870397,-94837094.61225876,633850099.4415921,-141767647.7172543,374308.6480719353,847275.2192712353
280,-415922058.85822564,-153153336.88584405,621241238.2478881,-191332774.72698545,375256.5703410619,854209.6214711549
281,-394889466.2407464,-208578384.27047443,604919493.9829773,-239748610.77121657,375930.605956882,860978.9012769498
282,-366607024.88317466,-260161975.96949965,584994701.8377361,-286730454.6110159,376354.58353926893,867531.1401247833
283,-331728107.2665508,-307053631.6847712,561599450.189804,-332005075.1837844,376555.8975032301,873819.4051409498
284,-290979751.42799807,-348503193.7824432,534887714.8900836,-375312639.97589636,376564.86806875817,879801.8234220318
285,-245150778.71432957,-383860355.4913024,505033318.76757336,-416408455.4619556,376414.2210449837,885441.6038456217
286,-195082061.12728417,-412573874.5401374,472228245.3823987,-455064503.50603217,376138.6724589902,890707.0389180888
287,-141658559.02664265,-434191016.4237711,436680836.7738527,-491070762.41453105,375774.59943046846,895571.5119826802
288,-85802703.68801406,-448357640.5147845,398613904.28685266,-524236305.5170938,375359.7765327446,900013.5290536085
289,-28468668.532120913,-454819233.6586239,358262779.20469177,-554390172.3547043,374933.15549649816,904016.7894877952
290,29362953.126471847,-453423105.9467408,315873326.54138666,-581382003.4268163,374534.66497574444,907570.3053688813
291,86690567.30512434,-444121890.29981434,271699954.56625587,-605082407.0616035,374205.00585816766,910668.5754736731
292,142497566.21305895,-426978407.3188244,226003774.48655054,-625383013.1996348,373985.416065548,913311.8155698976
293,195759268.78058913,-402171575.4557548,179051297.65266263,-642196687.531436,373917.3768816933,915506.2419613625
294,245452097.36920488,-370002845.0335934,131112458.41977882,-655458489.950643,374042.23110002495,917264.3985080117
295,290565635.8517965,-330904116.98727924,82457932.84141994,-665124885.9577469,374400.6833827349,918605.5093356093
296,330117120.72033775,-285445779.8471205,33357772.89065493,-671172747.7487296,375032.152854781,919555.8317912583
297,363169657.93097144,-234343647.23174518,-15919909.6302801,-673598904.3695124,375973.9491098512,920148.9715425816
298,388854707.87970376,-178464005.33118445,-65110341.4259695,-672419612.4470389,377260.2494399664,920426.1067253997
299,406398965.4372278,-118825345.13719884,-113953417.16869372,-667669891.9924787,378920.86749387515,920436.0526649969
300,415155398.17021835,-56594996.19255259,-162194922.9683318,-659402768.4443196,380979.823572744,920235.0842941585
301,414637604.3528698,6921326.622074105,-209587649.4940583,-647688449.8275733,383453.75590749294,919886.4234212153
302,404555843.41721046,70299056.78881195,-255892397.21288037,-632613458.2699364,386350.2505037101,919459.2975202951
303,384852143.81605065,132025060.96356,-300878878.1652618,-614279730.3480618,389666.2117866545,919027.4917910652
304,355730947.1519584,190539572.17267847,-344326519.67840874,-592803697.9680024,393386.4408276387,918667.3525585756
305,317681030.9487908,244289382.77423006,-386025176.07858294,-568315359.486813,397482.6216668623,918455.2605470159
306,271484256.8555279,291790173.32778996,-425775754.9168757,-540957349.1248919,401912.92546344636,918464.6741786256
307,218207295.24693266,331693910.70054734,-463390764.49818015,-510884011.25133294,406622.4137781996,918762.9344399257
308,159174028.33895847,362855520.0385242,-498694789.6231309,-478260484.7933318,411544.3493011188,919408.1041755475
309,95918725.53553703,384392036.2657134,-531524902.43992376,-443261801.8020263,416602.40978777804,920446.1616499875
310,30122901.292408854,395727608.5033094,-561731015.1762016,-406072003.08564115,421713.6684191204,921908.8602959943
311,-36458642.8744663,396619224.57511336,-589176181.292387,-366883272.7825177,426792.081846036,923812.4962457273
312,-102075402.57380453,387160602.7428634,-613736851.2682132,-325895092.7780888,431752.1477336466,926157.703803779
313,-165054855.08070838,367764767.1701828,-635303088.7899382,-283313416.95863086,436512.3777887741,928930.2545556936
314,-223865776.02229702,339128635.57020485,-653778752.5063392,-239349864.43009478,440998.28201018693,932102.7034543836
315,-277166805.4918641,302184878.3518049,-669081647.6665528,-194220930.0110991,445144.6580221428,935636.6343407626
316,-323838388.909817,258047059.1180305,-681143650.5913879,-148147209.59298104,448897.09734421567,939485.2220167967
317,-362998542.40335727,207953705.26976275,-689910806.4557971,-101352637.73882367,452212.72977554833,943595.8449768166
318,-394004615.0993721,153215817.9848229,-695343396.2136992,-54063737.26853994,455060.308019982,947912.5365865272
319,-416444180.51414245,95170843.75997019,-697415964.1364123,-6508894.96600619,457419.7797354911,952378.132844458
320,-430118424.70919037,35144677.13270252,-696117335.7805269,41082276.04987591,459281.506242884,956936.044391434
321,-435021028.4187404,-25577988.592539653,-691450864.2989331,88479485.58119415,460645.2749574044,961531.6379016704
322,-431315124.4238681,-85775783.24345018,-683434876.3750681,135452738.86170128,461519.2262905511,966113.2525355307
323,-419310725.511983,-144306150.18648118,-672102408.8493708,181773462.76607907,461918.7847599351,970632.9004304844
324,-399443574.44740033,-200115096.43936393,-657500891.579836,227215096.91556948,461865.6556586492,975046.7105885741
325,-372255980.14256024,-252242814.12650347,-639692160.3868558,271553722.4382546,461386.92354172893,979315.1775189533
326,-338380149.20628047,-299826436.64180875,-618752487.7734944,314568833.48381084,460514.26859341824,983403.2714310081
327,-298524090.84624046,-342100924.5791324,-594772559.0049212,356044161.9277734,459283.302713495,987280.4590701127
328,-253459928.27663407,-378398930.81102794,-567857401.1169311,395768528.48452806,457733.01766225026,990920.6758447363
329,-204014322.62134185,-408150336.4179502,-538126269.6657293,433536717.78985417,455905.3315498584,994302.2818577646
330,-151060640.03108662,-430882000.5776119,-505712491.76840353,469150378.86592865,453844.7162552352,997408.027364797
331,-95512446.43830934,-446218139.76602834,-470763260.80102664,502418951.9528833,451597.88610039564,1000225.0471807836
332,-38317882.7377773,-453881644.1142039,-433439376.55184114,533160621.5685701,449213.5265778665,1002744.8985254943
333,19545554.219364613,-453696545.8317789,-393914923.7626867,561203294.4303623,446742.04061740875,1004963.6524559958
334,77076329.4492195,-445591768.09341276,-352376881.4819847,586385599.5938904,444235.2884527383,1006882.0449952729
335,133254827.06643012,-429606192.99099135,-309024655.3787383,608557906.8169701,441746.29544980085,1008505.6898745846
336,187050528.9862977,-405894983.2871144,-264069525.09962475,627583357.730776,439328.9003047442,1009845.3499552477
337,237431039.34037694,-374736963.2773649,-217733998.89556414,643338902.8957607,437037.3140384331,1010917.2583427716
338,283373611.44818026,-336542697.7141165,-170251068.1191972,655716336.2497747,434925.55868969706,1011743.4724173923
339,323879840.02033406,-291862694.86655813,-121863354.82426743,664623316.8430039,433046.7543509372,1012352.2340279008
340,357994134.890239,-241394895.56736088,-72822146.60576186,669984366.1296927,431452.225395217,1012778.2967024702
341,384826459.81489295,-185990299.29306576,-23386314.02642096,671741827.4874234,430190.4030219355,1013063.166144371
342,403579559.66708905,-126655242.06634226,26178892.503880426,669856773.1006484,429305.51353239926,1013255.1844950679
343,413580469.7167179,-64548524.75201137,75603167.6848873,664309841.9098587,428836.062011187,1013409.3740024951
344,414315471.3633113,-971371.0123960376,124612597.23029311,655101990.9995353,428813.15076050605,1013586.9454454482
345,405466831.2014883,62651818.572851166,172931221.28164408,642255141.5145957,429258.71084006195,1013854.3760969832
346,386948694.3810946,124803624.58924071,220282708.77897662,625812698.7232652,430183.77059947385,1014281.97734731
347,358938541.68843704,183915602.1495567,266392131.67085958,605839923.6486892,431586.93045510654,1014941.9091175522
348,321899897.99352497,238421726.73141146,310987818.04495186,582424130.7761848,433453.2473777631,1015905.6597236469
349,276591800.59921,286821144.91964537,353803235.8072822,555674695.224084,435753.741680717,1017241.0926741606
350,224061169.1730277,327746059.23500186,394578832.39950913,525722966.6892927,438445.7095630781,1019009.2542179328
351,165615596.23721343,360028747.985764,433064116.24754906,492722358.489381,441473.95093953534,1021261.217169171
352,102776468.8527238,382761305.51952285,469020297.93062395,456847774.0627816,444772.9087203736,1024035.2840619793
353,37216085.43938883,395341484.91261613,502222160.0434886,418294243.8414972,448269.58077833056,1027354.8642863994
354,-29315976.682492852,397498914.85375476,532459716.4741617,377275924.3932557,451886.9430969317,1031227.2656444417
355,-95070284.54438815,389299453.84074086,559540086.3852054,334024972.2449702,455547.5458822459,1035643.5179231744
356,-158371137.45475376,371128330.7010165,583289314.9527525,288790122.0975627,459176.9305323596,1040579.2022491451
357,-217679864.7676942,343655389.6220815,603554044.9968554,241835020.73382372,462706.5661276218,1045996.1287744803
358,-271643500.5985147,307787665.47533095,620203008.658404,193436354.4025494,466076.1023175828,1051844.6158162253
359,-319126995.1702432,264615245.82490802,633128315.2221544,143881797.33752686,469234.8526046246,1058066.0894444461
360,-359229415.3906264,215356004.78465334,642246512.573374,93467809.01486406,472142.5298927176,1064595.7399858506
361,-391286277.10201365,161303659.2192473,647499402.5544728,42497310.508087255,474769.33562268945,1071365.0252368965
362,-414861087.8554814,103782122.0599215,648854594.6834279,-8722726.742115274,477095.54777626344,1078303.8795525283
363,-429729427.13532704,44107674.867271595,646305787.831032,-59883744.11506244,479110.76457554573,1085342.5562786963
364,-435858637.69293755,-16440715.11301563,639872775.1421837,-110678073.97597556,480812.94864216034,1092413.0872876074
365,-433385663.18761027,-76643453.93654856,629601173.4107718,-160801395.5789112,482207.3908906656,1099450.3831700503
366,-422594927.43953556,-135355778.55781946,615561883.9983611,-209955132.31323716,483305.68316913483,1106393.0212860785
367,-403897535.0244091,-191517858.151556,597850297.9714108,-257848755.81536677,484124.7595498487,1113183.779396557
368,-377812549.8394394,-244160810.10924977,576585263.19739,-304201965.34822744,484686.04142811376,1119769.9738868983
369,-344950701.5854683,-292409807.9090781,551907835.4992241,-348746714.54938877,485014.7023385775,1126103.657275855
370,-306000575.813977,-335485305.02173316,523979839.4712609,-391229061.98041093,485139.0544603722,1132141.722609996
371,-261717143.02437904,-372703227.9621242,492982267.0967733,-431410826.660982,485090.04929867387,1137845.9544149754
372,-212912353.23231995,-403474827.1650567,459113543.7903199,-469071034.6963093,484900.8789190249,1143183.0582611747
373,-160447442.1201779,-427306728.6083241,422587691.8252561,-504007147.89341366,484606.6603229204,1148124.694263201
374,-105226544.22734502,-443801605.5091884,383632420.1392797,-536036069.38983715,484244.1831938865,1152647.5341206791
375,-48191172.59576232,-452659786.2679873,342487167.00348437,-564994923.5186323,483851.69961056224,1156733.3565091244
376,9684907.662320182,-453682028.36570245,299401118.6795446,-590741603.4973766,483468.73290480924,1160369.191468632
377,67400913.0352379,-446773615.7955966,254631235.0103165,-613155060.5005852,483135.88129788195,1163547.5205373839
378,123934866.2324574,-431949858.6735072,208440419.11396846,-632135292.883511,482894.59008258715,1166266.5352882415
379,178250419.51392913,-409342727.429681,161096198.9048817,-647603446.3831296,482786.8638632236,1168530.4520646941
380,229305893.5359589,-379208079.7212784,112868869.40562959,-659502679.1143765,482854.8881702475,1170349.8739506623
381,276066329.6524769,-341934383.5006857,64028839.184619956,-667797420.2491796,483140.5293897716,1171742.1825269854
382,317518099.54629266,-298051717.20671785,14845274.130259894,-672472279.3322488,483684.681538314,1172731.9338342343
383,352687366.3163899,-248239724.01184767,-34415157.56099472,-673531542.7744256,484526.42923024157,1173351.2199628565
384,380663013.85665894,-193333709.08521995,-83489631.79353538,-670998614.9405688,485702.00268080225,1173639.9418533724
385,400624204.8740314,-134327416.63376117,-132120449.67926905,-664915330.3721678,487243.51323612296,1173645.9225896285
