uur,vx_c,x_c,y_c,vx_b,x_b,y_b,vx_ster,x_ster,y_ster
990177,-44143.927339221795,22191546519468.8,-7019675779118.379,7228.012003988799,22154261244024.695,-6995666388374.514,264.7083048866386,22187010819480.32,-7001239358689.808
990178,-47410.612003944916,22186805458268.406,-7021346715767.823,11618.454212010387,22155423089445.895,-6992127053123.613,244.96022598951265,22187035315502.918,-7001264177222.608
990179,-47282.751848481035,22182077183083.56,-7021799248246.736,15978.716806151897,22157020961126.508,-6988713977107.868,219.13508697166182,22187057229011.613,-7001290499576.241
990180,-44691.33427711,22177608049655.848,-7021179093376.919,20253.653625857696,22159046326489.094,-6985480183447.349,189.2718005398291,22187076156191.668,-7001317746096.271
990181,-40334.69835420734,22173574579820.426,-7019641740342.73,24381.001350733375,22161484426624.168,-6982479945528.352,157.022412634325,22187091858432.93,-7001345311785.886
990182,-34701.73468584398,22170104406351.84,-7017339347908.997,28290.868772804442,22164313513501.45,-6979768181544.778,123.69784372998507,22187104228217.3,-7001372594000.047
990183,-28124.23323460932,22167291983028.38,-7014416920080.529,31905.630518804053,22167504076553.33,-6977399606526.411,90.36495924233994,22187113264713.227,-7001399004468.126
990184,-20825.24492855957,22165209458535.523,-7011013025409.285,35140.43013650946,22171018119566.98,-6975427598744.058,57.9327194229486,22187119057985.168,-7001423974621.493
990185,-12956.728355128522,22163913785700.01,-7007262722304.189,37904.535723617046,22174808573139.344,-6973902747869.612,27.213584463700247,22187121779343.613,-7001446958724.443
990186,-4628.331628178648,22163450952537.195,-7003301672949.202,40103.8042921054,22178818953568.555,-6972871074139.699,-1.0379200982824521,22187121675551.6,-7001467436746.027
990187,4068.650627213123,22163857817599.918,-6999271104125.068,41644.47498512496,22182983401067.066,-6972371944137.616,-26.10332622457853,22187119065218.98,-7001484917452.018
990188,13037.485296314835,22165161566129.55,-6995323591256.8,42438.39882794413,22187227240949.86,-6972435760892.697,-47.28708098055695,22187114336510.883,-7001498941304.636
990189,22146.84530902994,22167376250660.453,-6991629716789.154,42409.60199324442,22191468201149.184,-6973081571067.207,-63.9013484887566,22187107946376.035,-7001509082238.002
990190,31188.961426216636,22170495146803.074,-6988385429045.281,41501.769307295974,22195618378079.914,-6974314801253.164,-75.23282722629085,22187100423093.312,-7001514947385.271
990191,39815.12909166743,22174476659712.242,-6985819102011.52,39685.86264747869,22199586964344.66,-6976125392973.599,-80.46863748529641,22187092376229.562,-7001516175016.876
990192,47437.51246020896,22179220410958.26,-6984195138189.622,36966.74333944047,22203283638678.605,-6978486630773.938,-78.55426872288042,22187084520802.69,-7001512434780.265
990193,53096.42902766596,22184530053861.027,-6983806122321.962,33387.47742125141,22206622386420.73,-6981354929388.532,-67.97432884675264,22187077723369.81,-7001503443405.123
990194,55343.127183165496,22190064366579.344,-6984936855197.73,29030.09531168481,22209525395951.9,-6984670754475.888,-46.541029537075175,22187073069266.855,-7001489025564.598
990195,52332.51674857077,22195297618254.2,-6987775482390.445,24012.03101942457,22211926599053.84,-6988360709366.222,-11.544137268209369,22187071914853.13,-7001469265366.793
990196,42527.50968086879,22199550369222.285,-6992264087328.137,18478.404517019088,22213774439505.543,-6992340674752.455,38.99662831592164,22187075814515.96,-7001444763198.886
990197,26183.97269210186,22202168766491.496,-6997966057677.573,12592.556522711271,22215033695157.812,-6996519795569.513,103.65123699393321,22187086179639.66,-7001416856695.757
990198,6358.846376550009,22202804651129.152,-7004123602777.134,6530.687492022069,22215686763907.016,-7000804797657.572,175.75343147478304,22187103754982.81,-7001387489435.007
990199,-12529.08460062959,22201551742669.09,-7009945186564.786,474.3327653846736,22215734197183.555,-7005103320765.937,246.09655572121258,22187128364638.38,-7001358661803.89
990200,-27382.955259868933,22198813447143.1,-7014871114287.825,-5413.782015942581,22215192818981.96,-7009326565868.905,308.01987610851654,22187159166625.99,-7001331926140.336
990201,-37330.03751242531,22195080443391.86,-7018627758891.014,-10999.40605672794,22214092878376.29,-7013392307497.471,359.12756775398276,22187195079382.766,-7001308269146.337
990202,-42877.25742676857,22190792717649.184,-7021148346249.925,-16173.33660081193,22212475544716.207,-7017227231756.058,399.71271100778307,22187235050653.867,-7001288244113.463
990203,-44945.897013986585,22186298127947.785,-7022480486111.618,-20850.928439193405,22210390451872.29,-7020768262767.258,430.9759277212042,22187278148246.64,-7001272133505.089
990204,-44393.747682451896,22181858753179.54,-7022724023348.739,-24971.832705084445,22207893268601.78,-7023963094309.115,454.1434540585948,22187323562592.047,-7001260060340.433
990205,-41881.570858029896,22177670596093.734,-7021997705861.47,-28498.1632771832,22205043452274.062,-7026770125421.749,470.21034378256934,22187370583626.426,-7001252049984.204
990206,-37879.089004847236,22173882687193.25,-7020423871528.604,-31411.46348773823,22201902305925.29,-7029157967129.325,479.93370440902737,22187418576996.867,-7001248061254.637
990207,-32707.03277715462,22170611983915.535,-7018122851154.602,-33709.14023117338,22198531391902.17,-7031104670031.063,483.8892381871395,22187466965920.688,-7001248001268.734
990208,-26578.993579333863,22167954084557.6,-7015212346010.757,-35400.88023429984,22194991303878.742,-7032596800131.516,482.52731986901466,22187515218652.676,-7001251732012.885
990209,-19634.710389679076,22165990613518.633,-7011809416233.15,-36505.37283704631,22191340766595.04,-7033628462821.163,476.2150916451592,22187562840161.84,-7001259072407.467
990210,-11965.630350501197,22164794050483.582,-7008034049678.205,-37047.507614508795,22187636015833.59,-7034200347030.618,465.26710986439076,22187609366872.83,-7001269797341.2
990211,-3636.1727238545845,22164430433211.195,-7004013997894.265,-37056.103883170785,22183930405445.273,-7034318836847.253,449.97119707576974,22187654363992.535,-7001283633975.009
990212,5294.894934511802,22164959922704.65,-6999890953792.921,-36562.158456301484,22180274189599.645,-7033995217994.853,430.6175423313174,22187697425746.77,-7001300255017.177
990213,14747.20437481281,22166434643142.13,-6995828325100.235,-35597.559258945126,22176714433673.75,-7033244991804.43,407.54136201107053,22187738179882.97,-7001319268427.558
990214,24577.186425390224,22168892361784.668,-6992020777150.4375,-34194.19625355403,22173295014048.395,-7032087299108.231,381.19432712023206,22187776299315.68,-7001340203216.799
990215,34509.17673487679,22172343279458.156,-6988705051176.834,-32383.399525926776,22170056674095.8,-7030544449990.368,352.2681977068251,22187811526135.45,-7001362492274.305
990216,44021.6796538582,22176745447423.543,-6986169431731.255,-30195.641268971784,22167037109968.902,-7028641551594.99,321.902623605134,22187843716397.81,-7001385457109.595
990217,52176.57133037457,22181963104556.582,-6984753813855.167,-27660.449573396763,22164271065011.562,-7026406224385.363,291.9993181911161,22187872916329.63,-7001408309393.769
990218,57429.45843591278,22187706050400.17,-6984821362629.09,-24806.494451005685,22161790415566.46,-7023868396657.312,265.5719621897023,22187899473525.848,-7001430204380.492
990219,57629.47155182741,22193468997555.355,-6986669783389.131,-21661.81762958038,22159624233803.504,-7021060167133.602,246.74793296711502,22187924148319.145,-7001450405189.972
990220,50699.78631825307,22198538976187.18,-6990363982765.857,-18254.183414691233,22157798815462.035,-7018015725494.072,239.5165576233308,22187948099974.906,-7001468591584.061
990221,36297.43624391487,22202168719811.57,-6995567915064.548,-14611.524277691786,22156337663034.266,-7014771320035.016,244.6736550775065,22187972567340.414,-7001485169965.723
990222,17124.973272940617,22203881217138.863,-7001570998290.448,-10762.448813227264,22155261418152.94,-7011365259939.612,257.40788698456714,22187998308129.113,-7001501224696.281
990223,-2351.7795211130433,22203646039186.754,-7007565761794.769,-6736.798077235965,22154587738345.22,-7007837937950.421,269.6664613782909,22188025274775.25,-7001518006418.673
990224,-18684.568450302508,22201777582341.723,-7012928653157.126,-2566.2775766811837,22154331110587.55,-7004231859128.908,275.28231900566794,22188052803007.152,-7001536414524.332
990225,-30573.15787834645,22198720266553.887,-7017305521332.89,1714.8046407568154,22154502591051.625,-7000591661406.696,272.0612267252469,22188080009129.824,-7001556839536.685
990226,-38195.465175561156,22194900720036.332,-7020555538762.968,6068.703605546253,22155109461412.18,-6996964111175.567,260.5525013073623,22188106064379.953,-7001579266456.08
990227,-42281.64401418869,22190672555634.914,-7022666907211.474,10453.343074983324,22156154795719.68,-6993398052590.662,242.34833038609463,22188130299212.992,-7001603430362.6045
990228,-43599.57282546767,22186312598352.367,-7023694307822.735,14821.403364673673,22157636936056.15,-6989944283992.514,219.14117924126438,22188152213330.918,-7001628932384.628
990229,-42776.91368518179,22182034906983.848,-7023722433511.37,19119.44258606928,22159548880314.754,-6986655329390.095,192.40110575127218,22188171453441.492,-7001655308228.597
990230,-40277.04972451608,22178007202011.395,-7022847433238.76,23287.12446882207,22161877592761.637,-6983585067516.134,163.33595875428932,22188187787037.367,-7001682064543.482
990231,-36424.35581112459,22174364766430.28,-7021168717203.111,27256.65952092972,22164603258713.73,-6980788176255.197,132.9412169934125,22188201081159.066,-7001708697279.615
990232,-31437.29975710468,22171221036454.57,-7018786424088.629,30952.607922823176,22167698519506.01,-6978319347628.994,102.06213223541589,22188211287372.29,-7001734700962.178
990233,-25457.019812128434,22168675334473.36,-7015802047196.724,34292.237083131346,22171127743214.324,-6976232230123.603,71.444282599179,22188218431800.55,-7001759573744.8955
990234,-18569.84762102513,22166818349711.258,-7012321051737.387,37186.665221530166,22174846409736.477,-6974578063801.028,41.76835783812079,22188222608636.336,-7001782820598.159
990235,-10825.841954902025,22165735765515.77,-7008457090899.949,39543.03982495204,22178800713718.973,-6973403992663.368,13.671521311922564,22188223975788.47,-7001803955445.67
990236,-2256.8890711330096,22165510076608.656,-7004337900731.345,41267.97489228034,22182927511208.2,-6972751071236.779,-12.239414088097764,22188222751847.06,-7001822502002.582
990237,7100.4344615798855,22166220120054.812,-7000113258233.369,42272.37775185943,22187154748983.387,-6972652029937.088,-35.37419069413128,22188219214427.99,-7001837992227.993
990238,17168.91766403166,22167937011821.215,-6995965515863.31,42477.6120162788,22191402510185.016,-6973128924735.485,-55.129051150819734,22188213701522.875,-7001849960709.64
990239,27767.61974194743,22170713773795.41,-6992122921874.106,41822.661233030376,22195584776308.32,-6974190863807.306,-70.81253228234561,22188206620269.65,-7001857933464.103
990240,38499.05901015294,22174563679696.426,-6988874370744.904,40271.604591619755,22199611936767.48,-6975832063401.441,-81.48149319344907,22188198472120.33,-7001861412170.055
990241,48559.40580492685,22179419620276.918,-6986579338599.502,37820.36436254019,22203393973203.734,-6978030517747.226,-85.63101027756997,22188189909019.3,-7001859863669.109
990242,56476.08405073313,22185067228681.992,-6985654839516.415,34501.44898329081,22206844118102.062,-6980747553482.747,-80.73876527550816,22188181835142.773,-7001852746612.758
990243,59940.56994482646,22191061285676.477,-6986501477700.498,30385.424891268536,22209882660591.188,-6983928466861.037,-62.96562807276547,22188175538579.965,-7001839643965.714
990244,56292.25743877382,22196690511420.355,-6989328221972.364,25578.25199244594,22212440485790.434,-6987504323981.849,-28.03150269868793,22188172735429.695,-7001820575279.745
990245,44305.38285967556,22201121049706.324,-6993928370081.232,20214.905277332116,22214461976318.168,-6991394885483.281,25.52983983605131,22188175288413.68,-7001796392297.126
990246,26174.100405719306,22203738459746.895,-6999636895958.432,14453.219705338397,22215907298288.703,-6995512441941.756,92.7495411674944,22188184563367.797,-7001768835025.682
990247,6600.244861283998,22204398484233.023,-7005610379030.924,8470.698487728754,22216754368137.477,-6999765598179.854,163.92311175649695,22188200955678.973,-7001739993781.912
990248,-10481.516760346538,22203350332556.99,-7011165766932.871,2446.8068016877305,22216999048817.645,-7004062176122.38,230.7479932069461,22188224030478.293,-7001711668011.342
990249,-23460.72195683862,22201004260361.305,-7015897571964.474,-3458.8678995559076,22216653162027.688,-7008312554325.289,289.32044758593355,22188252962523.05,-7001685130764.3
990250,-32369.570681943245,22197767303293.11,-7019622693177.571,-9108.522177824774,22215742309809.906,-7012433026203.1045,338.8910581022464,22188286851628.86,-7001661210648.026
990251,-37855.11839301256,22193981791453.81,-7022292151022.813,-14386.350535997655,22214303674756.305,-7016348204741.26,379.97233209770536,22188324848862.07,-7001640440335.752
990252,-40622.947809909085,22189919496672.816,-7023926832647.632,-19200.590055054243,22212383615750.8,-7019992490982.861,413.325710137531,22188366181433.086,-7001623166332.597
990253,-41250.8835824388,22185794408314.574,-7024580552941.757,-23483.995678217212,22210035216182.98,-7023310778814.281,439.62113946656,22188410143547.03,-7001609612896.399
990254,-40162.6043726284,22181778147877.312,-7024321202440.696,-27192.340572386067,22207315982125.742,-7026258546351.194,459.3796552725406,22188456081512.56,-7001599916234.877
990255,-37649.89601842352,22178013158275.47,-7023222155912.364,-30301.588278343446,22204285823297.906,-7028801485016.507,472.9977842466592,22188503381290.984,-7001594142511.491
